# Zeit (s)	# Kanal 1 (V)	# Kanal 2 (V)	# Kanal 3 (V)	# Kanal 4 (V)	
-0.000025	-0.45625	0.09375	6.3125	-0.0312501
-0.00002495	-0.4875	-0.0625	6.3125	-0.0312501
-0.0000249	-0.4875	-0.0625	6.3125	-0.0468751
-0.00002485	-0.51875	-0.0625	6	-0.0468751
-0.0000248	-0.55	-0.0625	5.21875	-0.0468751
-0.00002475	-0.6125	-0.21875	4.28125	-0.0468751
-0.0000247	-0.6125	-0.0625	3.8125	-0.0312501
-0.00002465	-0.64375	-0.0625	3.1875	-0.0312501
-0.0000246	-0.64375	-0.0625	2.25	-0.0468751
-0.00002455	-0.64375	-0.0625	1.625	-0.0312501
-0.0000245	-0.64375	0.09375	0.999999	-0.0312501
-0.00002445	-0.675	0.09375	0.531249	-0.0312501
-0.0000244	-0.64375	0.40625	-0.406251	-0.0312501
-0.00002435	-0.675	1.03125	-0.875001	-0.0000000768
-0.0000243	-0.64375	0.875	-1.5	-0.0312501
-0.00002425	-0.64375	0.71875	-2.125	-0.0156251
-0.0000242	-0.6125	0.71875	-2.75	-0.0312501
-0.00002415	-0.6125	0.5625	-3.53125	-0.0312501
-0.0000241	-0.6125	0.71875	-3.84375	-0.0312501
-0.00002405	-0.6125	0.5625	-4.9375	-0.0312501
-0.000024	-0.58125	0.40625	-5.71875	-0.0312501
-0.00002395	-0.58125	0.40625	-5.875	-0.0312501
-0.0000239	-0.6125	0.5625	-5.5625	-0.0156251
-0.00002385	-0.58125	0.5625	-5.71875	-0.0312501
-0.0000238	-0.58125	0.5625	-5.71875	-0.0156251
-0.00002375	-0.58125	0.5625	-5.5625	-0.0156251
-0.0000237	-0.58125	0.5625	-5.71875	-0.0312501
-0.00002365	-0.51875	0.5625	-5.71875	-0.0312501
-0.0000236	-0.51875	0.5625	-5.5625	-0.0312501
-0.00002355	-0.51875	0.5625	-5.875	-0.0312501
-0.0000235	-0.4875	0.5625	-5.71875	-0.0312501
-0.00002345	-0.45625	0.40625	-5.71875	-0.0312501
-0.0000234	-0.45625	0.40625	-5.5625	-0.0312501
-0.00002335	-0.45625	0.5625	-5.71875	-0.0156251
-0.0000233	-0.45625	0.40625	-5.71875	-0.0312501
-0.00002325	-0.45625	0.40625	-5.71875	-0.0312501
-0.0000232	-0.45625	0.40625	-5.5625	-0.0312501
-0.00002315	-0.45625	0.5625	-5.71875	-0.0312501
-0.0000231	-0.45625	0.40625	-5.71875	-0.0312501
-0.00002305	-0.425	0.40625	-5.40625	-0.0156251
-0.000023	-0.425	0.40625	-5.5625	-0.0156251
-0.00002295	-0.425	0.40625	-5.71875	-0.0156251
-0.0000229	-0.425	0.5625	-5.71875	-0.0156251
-0.00002285	-0.425	0.40625	-5.5625	-0.0312501
-0.0000228	-0.39375	0.40625	-5.40625	-0.0312501
-0.00002275	-0.425	0.40625	-5.5625	-0.0312501
-0.0000227	-0.425	0.5625	-5.71875	-0.0468751
-0.00002265	-0.425	0.5625	-5.5625	-0.0312501
-0.0000226	-0.425	0.40625	-5.71875	-0.0468751
-0.00002255	-0.39375	0.40625	-5.5625	-0.0312501
-0.0000225	-0.45625	0.5625	-5.40625	-0.0156251
-0.00002245	-0.45625	0.40625	-5.71875	-0.0312501
-0.0000224	-0.45625	0.40625	-5.71875	-0.0468751
-0.00002235	-0.45625	0.5625	-5.71875	-0.0312501
-0.0000223	-0.4875	0.40625	-5.5625	-0.0468751
-0.00002225	-0.45625	0.5625	-5.71875	-0.0312501
-0.0000222	-0.4875	0.40625	-5.71875	-0.0312501
-0.00002215	-0.45625	0.5625	-5.71875	-0.0312501
-0.0000221	-0.4875	0.5625	-5.71875	-0.0312501
-0.00002205	-0.4875	0.40625	-5.71875	-0.0312501
-0.000022	-0.51875	0.5625	-5.5625	-0.0312501
-0.00002195	-0.55	0.40625	-5.5625	-0.0312501
-0.0000219	-0.55	0.40625	-5.71875	-0.0312501
-0.00002185	-0.55	0.40625	-5.71875	-0.0468751
-0.0000218	-0.6125	0.5625	-5.5625	-0.0156251
-0.00002175	-0.58125	0.5625	-5.5625	-0.0312501
-0.0000217	-0.6125	0.5625	-5.5625	-0.0468751
-0.00002165	-0.64375	0.5625	-5.71875	-0.0156251
-0.0000216	-0.64375	0.5625	-5.71875	-0.0312501
-0.00002155	-0.675	0.5625	-5.5625	-0.0312501
-0.0000215	-0.70625	0.71875	-5.40625	-0.0312501
-0.00002145	-0.7375	0.5625	-5.71875	-0.0312501
-0.0000214	-0.7375	0.5625	-5.5625	-0.0312501
-0.00002135	-0.76875	0.5625	-5.5625	-0.0156251
-0.0000213	-0.8	0.71875	-5.40625	-0.0156251
-0.00002125	-0.8	0.71875	-5.5625	-0.0156251
-0.0000212	-0.8625	0.875	-5.40625	-0.0156251
-0.00002115	-0.8625	0.875	-5.40625	-0.0156251
-0.0000211	-0.8625	0.875	-5.40625	-0.0156251
-0.00002105	-0.89375	0.875	-5.40625	-0.0312501
-0.000021	-0.89375	0.875	-5.09375	-0.0156251
-0.00002095	-0.925	0.875	-5.09375	-0.0156251
-0.0000209	-0.925	1.03125	-4.9375	-0.0312501
-0.00002085	-0.95625	0.875	-4.625	-0.0156251
-0.0000208	-0.9875	1.03125	-4.46875	-0.0312501
-0.00002075	-0.9875	0.71875	-4.15625	-0.0312501
-0.0000207	-1.05	0.875	-3.84375	-0.0156251
-0.00002065	-1.01875	1.03125	-3.6875	-0.0312501
-0.0000206	-1.1125	1.03125	-3.21875	-0.0312501
-0.00002055	-1.1125	1.03125	-3.0625	-0.0312501
-0.0000205	-1.1125	1.1875	-2.59375	-0.0312501
-0.00002045	-1.14375	1.03125	-2.125	-0.0156251
