# Zeit (s)	# Kanal 1 (V)	# Kanal 2 (V)	# D0-D7	
-0.001	-1.71875	0.108875	0
-0.000998	-1.875	0.108875	0
-0.000996	-1.875	0.1245	0
-0.000994	-2.03125	0.1245	0
-0.000992	-2.03125	0.140125	0
-0.00099	-2.1875	0.15575	0
-0.000988	-2.1875	0.15575	0
-0.000986	-2.1875	0.15575	0
-0.000984	-2.34375	0.171375	0
-0.000982	-2.34375	0.187	0
-0.00098	-2.5	0.187	0
-0.000978	-2.5	0.187	0
-0.000976	-2.5	0.202625	0
-0.000974	-2.65625	0.202625	0
-0.000972	-2.8125	0.21825	0
-0.00097	-2.8125	0.21825	0
-0.000968	-2.65625	0.21825	0
-0.000966	-2.8125	0.2495	0
-0.000964	-2.96875	0.2495	0
-0.000962	-3.125	0.2495	0
-0.00096	-3.125	0.265125	0
-0.000958	-3.125	0.265125	0
-0.000956	-3.125	0.265125	0
-0.000954	-3.4375	0.265125	0
-0.000952	-3.4375	0.265125	0
-0.00095	-3.28125	0.28075	0
-0.000948	-3.4375	0.296375	0
-0.000946	-3.4375	0.296375	0
-0.000944	-3.4375	0.312	0
-0.000942	-3.59375	0.312	0
-0.00094	-3.59375	0.327625	0
-0.000938	-3.59375	0.327625	0
-0.000936	-3.75	0.327625	0
-0.000934	-3.75	0.34325	0
-0.000932	-3.75	0.358875	0
-0.00093	-3.90625	0.34325	0
-0.000928	-3.90625	0.358875	0
-0.000926	-4.0625	0.358875	0
-0.000924	-4.0625	0.3745	0
-0.000922	-4.0625	0.3745	0
-0.00092	-4.21875	0.3745	0
-0.000918	-4.375	0.390125	0
-0.000916	-4.21875	0.40575	0
-0.000914	-4.21875	0.40575	0
-0.000912	-4.375	0.421375	0
-0.00091	-4.375	0.40575	0
-0.000908	-4.375	0.421375	0
-0.000906	-4.375	0.437	0
-0.000904	-4.53125	0.437	0
-0.000902	-4.53125	0.437	0
-0.0009	-4.53125	0.437	0
-0.000898	-4.6875	0.452625	0
-0.000896	-4.6875	0.46825	0
-0.000894	-4.53125	0.452625	0
-0.000892	-4.84375	0.452625	0
-0.00089	-4.84375	0.46825	0
-0.000888	-4.6875	0.46825	0
-0.000886	-4.84375	0.483875	0
-0.000884	-4.84375	0.483875	0
-0.000882	-4.84375	0.483875	0
-0.00088	-4.84375	0.4995	0
-0.000878	-5	0.4995	0
-0.000876	-5.15625	0.4995	0
-0.000874	-5.15625	0.4995	0
-0.000872	-5.15625	0.4995	0
-0.00087	-5.15625	0.515125	0
-0.000868	-5	0.515125	0
-0.000866	-5.15625	0.515125	0
-0.000864	-5.15625	0.515125	0
-0.000862	-5.15625	0.515125	0
-0.00086	-5.15625	0.53075	0
-0.000858	-5.3125	0.53075	0
-0.000856	-5.15625	0.53075	0
-0.000854	-5.3125	0.53075	0
-0.000852	-5.3125	0.53075	0
-0.00085	-5.3125	0.546375	0
-0.000848	-5.3125	0.562	0
-0.000846	-5.3125	0.577625	0
-0.000844	-5.3125	0.562	0
-0.000842	-5.3125	0.577625	0
-0.00084	-5.3125	0.577625	0
-0.000838	-5.46875	0.577625	0
-0.000836	-5.46875	0.577625	0
-0.000834	-5.46875	0.577625	0
-0.000832	-5.46875	0.577625	0
-0.00083	-5.46875	0.577625	0
-0.000828	-5.46875	0.59325	0
-0.000826	-5.46875	0.577625	0
-0.000824	-5.46875	0.59325	0
-0.000822	-5.46875	0.59325	0
-0.00082	-5.625	0.59325	0
-0.000818	-5.46875	0.59325	0
-0.000816	-5.46875	0.59325	0
-0.000814	-5.46875	0.59325	0
-0.000812	-5.46875	0.59325	0
-0.00081	-5.46875	0.608875	0
-0.000808	-5.46875	0.59325	0
-0.000806	-5.46875	0.608875	0
-0.000804	-5.625	0.608875	0
-0.000802	-5.46875	0.59325	0
-0.0008	-5.46875	0.608875	0
-0.000798	-5.625	0.608875	0
-0.000796	-5.46875	0.608875	0
-0.000794	-5.625	0.608875	0
-0.000792	-5.46875	0.608875	0
-0.00079	-5.46875	0.608875	0
-0.000788	-5.46875	0.608875	0
-0.000786	-5.625	0.59325	0
-0.000784	-5.46875	0.608875	0
-0.000782	-5.46875	0.608875	0
-0.00078	-5.46875	0.608875	0
-0.000778	-5.3125	0.608875	0
-0.000776	-5.46875	0.6245	0
-0.000774	-5.46875	0.608875	0
-0.000772	-5.46875	0.608875	0
-0.00077	-5.3125	0.608875	0
-0.000768	-5.3125	0.6245	0
-0.000766	-5.3125	0.608875	0
-0.000764	-5.3125	0.608875	0
-0.000762	-5.46875	0.608875	0
-0.00076	-5.3125	0.608875	0
-0.000758	-5.3125	0.608875	0
-0.000756	-5.15625	0.59325	0
-0.000754	-5.3125	0.608875	0
-0.000752	-5.15625	0.608875	0
-0.00075	-5.3125	0.59325	0
-0.000748	-5.15625	0.608875	0
-0.000746	-5	0.59325	0
-0.000744	-5.15625	0.59325	0
-0.000742	-5	0.608875	0
-0.00074	-5	0.59325	0
-0.000738	-5	0.59325	0
-0.000736	-5	0.59325	0
-0.000734	-4.84375	0.59325	0
-0.000732	-4.84375	0.59325	0
-0.00073	-4.84375	0.59325	0
-0.000728	-4.6875	0.577625	0
-0.000726	-4.84375	0.577625	0
-0.000724	-4.6875	0.59325	0
-0.000722	-4.6875	0.577625	0
-0.00072	-4.84375	0.577625	0
-0.000718	-4.6875	0.577625	0
-0.000716	-4.6875	0.562	0
-0.000714	-4.375	0.546375	0
-0.000712	-4.375	0.562	0
-0.00071	-4.375	0.546375	0
-0.000708	-4.375	0.546375	0
-0.000706	-4.375	0.546375	0
-0.000704	-4.375	0.53075	0
-0.000702	-4.375	0.546375	0
-0.0007	-4.375	0.546375	0
-0.000698	-4.375	0.53075	0
-0.000696	-4.0625	0.53075	0
-0.000694	-4.21875	0.53075	0
-0.000692	-3.90625	0.53075	0
-0.00069	-4.0625	0.515125	0
-0.000688	-4.0625	0.515125	0
-0.000686	-3.90625	0.4995	0
-0.000684	-3.90625	0.4995	0
-0.000682	-3.90625	0.4995	0
-0.00068	-3.75	0.4995	0
-0.000678	-3.75	0.4995	0
-0.000676	-3.59375	0.4995	0
-0.000674	-3.59375	0.483875	0
-0.000672	-3.75	0.46825	0
-0.00067	-3.4375	0.46825	0
-0.000668	-3.4375	0.46825	0
-0.000666	-3.4375	0.452625	0
-0.000664	-3.28125	0.452625	0
-0.000662	-3.28125	0.452625	0
-0.00066	-3.28125	0.452625	0
-0.000658	-3.125	0.452625	0
-0.000656	-3.125	0.421375	0
-0.000654	-3.125	0.452625	0
-0.000652	-2.96875	0.437	0
-0.00065	-3.125	0.421375	0
-0.000648	-2.96875	0.40575	0
-0.000646	-2.8125	0.421375	0
-0.000644	-2.8125	0.390125	0
-0.000642	-2.65625	0.390125	0
-0.00064	-2.65625	0.390125	0
-0.000638	-2.65625	0.390125	0
-0.000636	-2.5	0.390125	0
-0.000634	-2.5	0.3745	0
-0.000632	-2.5	0.3745	0
-0.00063	-2.34375	0.34325	0
-0.000628	-2.34375	0.34325	0
-0.000626	-2.1875	0.34325	0
-0.000624	-2.03125	0.34325	0
-0.000622	-2.03125	0.34325	0
-0.00062	-2.03125	0.327625	0
-0.000618	-1.875	0.312	0
-0.000616	-1.875	0.312	0
-0.000614	-1.71875	0.327625	0
-0.000612	-1.71875	0.296375	0
-0.00061	-1.71875	0.28075	0
-0.000608	-1.71875	0.296375	0
-0.000606	-1.71875	0.28075	0
-0.000604	-1.5625	0.28075	0
-0.000602	-1.40625	0.28075	0
-0.0006	-1.5625	0.265125	0
-0.000598	-1.25	0.265125	0
-0.000596	-1.25	0.2495	0
-0.000594	-1.09375	0.2495	0
-0.000592	-1.09375	0.233875	0
-0.00059	-1.09375	0.21825	0
-0.000588	-1.09375	0.21825	0
-0.000586	-0.781249	0.21825	0
-0.000584	-1.09375	0.202625	0
-0.000582	-0.937499	0.202625	0
-0.00058	-0.624999	0.202625	0
-0.000578	-0.624999	0.202625	0
-0.000576	-0.624999	0.187	0
-0.000574	-0.312499	0.187	0
-0.000572	-0.468749	0.15575	0
-0.00057	-0.312499	0.171375	0
-0.000568	-0.312499	0.140125	0
-0.000566	-0.156249	0.140125	0
-0.000564	-0.156249	0.1245	0
-0.000562	0.0000006144	0.1245	0
-0.00056	0.0000006144	0.1245	0
-0.000558	0.0000006144	0.108875	0
-0.000556	0.156251	0.108875	0
-0.000554	0.312501	0.108875	0
-0.000552	0.312501	0.0932499	0
-0.00055	0.312501	0.0932499	0
-0.000548	0.468751	0.0619999	0
-0.000546	0.625001	0.0619999	0
-0.000544	0.625001	0.0619999	0
-0.000542	0.625001	0.0619999	0
-0.00054	0.625001	0.0619999	0
-0.000538	0.937501	0.0463749	0
-0.000536	0.781251	0.0307499	0
-0.000534	0.937501	0.0307499	0
-0.000532	0.937501	0.0151249	0
-0.00053	1.09375	0.0151249	0
-0.000528	1.25	0.0151249	0
-0.000526	1.25	0.0151249	0
-0.000524	1.25	-0.0161251	0
-0.000522	1.40625	-0.0161251	0
-0.00052	1.5625	-0.0317501	0
-0.000518	1.40625	-0.0317501	0
-0.000516	1.5625	-0.0473751	0
-0.000514	1.5625	-0.0473751	0
-0.000512	1.5625	-0.0630001	0
-0.00051	1.71875	-0.0473751	0
-0.000508	1.71875	-0.0630001	0
-0.000506	1.875	-0.0786251	0
-0.000504	1.875	-0.0942501	0
-0.000502	1.875	-0.0942501	0
-0.0005	2.03125	-0.0942501	0
-0.000498	2.03125	-0.109875	0
-0.000496	2.1875	-0.1255	0
-0.000494	2.34375	-0.1255	0
-0.000492	2.34375	-0.1255	0
