# Zeit (s)	# Kanal 1 (V)	# Kanal 2 (V)	# D0-D7	
-0.001	8.94688	0.24975	0
-0.000998	8.94688	0.24975	0
-0.000996	8.94688	0.24975	0
-0.000994	8.9625	0.24975	0
-0.000992	8.9625	0.24975	0
-0.00099	8.9625	0.281	0
-0.000988	8.9625	0.281	0
-0.000986	8.9625	0.281	0
-0.000984	8.97813	0.265375	0
-0.000982	8.9625	0.281	0
-0.00098	8.94688	0.296625	0
-0.000978	8.9625	0.296625	0
-0.000976	8.9625	0.31225	0
-0.000974	8.94688	0.327875	0
-0.000972	8.9625	0.327875	0
-0.00097	8.9625	0.327875	0
-0.000968	8.94688	0.3435	0
-0.000966	8.9625	0.3435	0
-0.000964	8.9625	0.359125	0
-0.000962	8.9625	0.359125	0
-0.00096	8.9625	0.359125	0
-0.000958	8.9625	0.390375	0
-0.000956	8.94688	0.37475	0
-0.000954	8.93125	0.37475	0
-0.000952	8.9625	0.37475	0
-0.00095	8.9625	0.37475	0
-0.000948	8.94688	0.390375	0
-0.000946	8.9625	0.390375	0
-0.000944	8.9625	0.406	0
-0.000942	8.94688	0.421625	0
-0.00094	8.9625	0.421625	0
-0.000938	8.9625	0.421625	0
-0.000936	8.94688	0.421625	0
-0.000934	8.94688	0.452875	0
-0.000932	8.94688	0.452875	0
-0.00093	8.94688	0.452875	0
-0.000928	8.94688	0.452875	0
-0.000926	8.94688	0.452875	0
-0.000924	8.94688	0.4685	0
-0.000922	8.94688	0.452875	0
-0.00092	8.93125	0.4685	0
-0.000918	8.93125	0.4685	0
-0.000916	8.91563	0.484125	0
-0.000914	8.93125	0.484125	0
-0.000912	8.91563	0.484125	0
-0.00091	8.91563	0.49975	0
-0.000908	8.9	0.49975	0
-0.000906	8.9	0.49975	0
-0.000904	8.88438	0.515375	0
-0.000902	8.86875	0.515375	0
-0.0009	8.85313	0.515375	0
-0.000898	8.85313	0.515375	0
-0.000896	8.8375	0.531	0
-0.000894	8.80625	0.531	0
-0.000892	8.775	0.546625	0
-0.00089	8.74375	0.546625	0
-0.000888	8.72813	0.546625	0
-0.000886	8.68125	0.546625	0
-0.000884	8.66563	0.56225	0
-0.000882	8.63438	0.56225	0
-0.00088	8.5875	0.546625	0
-0.000878	8.525	0.546625	0
-0.000876	8.47813	0.56225	0
-0.000874	8.41563	0.56225	0
-0.000872	8.36875	0.577875	0
-0.00087	8.29063	0.577875	0
-0.000868	8.2125	0.56225	0
-0.000866	8.11875	0.577875	0
-0.000864	8.025	0.577875	0
-0.000862	7.94688	0.577875	0
-0.00086	7.85313	0.56225	0
-0.000858	7.74375	0.5935	0
-0.000856	7.63438	0.577875	0
-0.000854	7.54063	0.5935	0
-0.000852	7.44687	0.577875	0
-0.00085	7.32187	0.5935	0
-0.000848	7.2125	0.609125	0
-0.000846	7.0875	0.5935	0
-0.000844	6.97812	0.5935	0
-0.000842	6.85312	0.5935	0
-0.00084	6.74375	0.5935	0
