# Zeit (s)	# Kanal 1 (V)	# Kanal 2 (V)	# D0-D7	
-0.001	8.95625	0.15	0
-0.000998	8.95625	0.1625	0
-0.000996	8.95625	0.175	0
-0.000994	8.95625	0.18125	0
-0.000992	8.95625	0.1875	0
-0.00099	8.9875	0.1875	0
-0.000988	8.9875	0.19375	0
-0.000986	8.9875	0.20625	0
-0.000984	8.95625	0.2125	0
-0.000982	8.95625	0.21875	0
-0.00098	8.95625	0.225	0
-0.000978	8.95625	0.23125	0
-0.000976	8.95625	0.24375	0
-0.000974	8.95625	0.25	0
-0.000972	8.95625	0.25625	0
-0.00097	8.95625	0.2625	0
-0.000968	8.9875	0.26875	0
-0.000966	8.9875	0.26875	0
-0.000964	8.95625	0.2875	0
-0.000962	8.95625	0.29375	0
-0.00096	8.9875	0.29375	0
-0.000958	8.95625	0.3	0
-0.000956	8.95625	0.3125	0
-0.000954	8.95625	0.31875	0
-0.000952	8.95625	0.325	0
-0.00095	8.95625	0.31875	0
-0.000948	8.95625	0.3375	0
-0.000946	8.95625	0.34375	0
-0.000944	8.9875	0.3375	0
-0.000942	8.95625	0.35	0
-0.00094	8.95625	0.35625	0
-0.000938	8.95625	0.3625	0
-0.000936	8.95625	0.36875	0
-0.000934	8.95625	0.375	0
-0.000932	8.95625	0.38125	0
-0.00093	8.9875	0.3875	0
-0.000928	8.95625	0.3875	0
-0.000926	8.95625	0.39375	0
-0.000924	8.95625	0.4	0
-0.000922	8.95625	0.40625	0
-0.00092	8.95625	0.4125	0
-0.000918	8.95625	0.41875	0
-0.000916	8.95625	0.41875	0
-0.000914	8.95625	0.425	0
-0.000912	8.95625	0.4375	0
-0.00091	8.925	0.4375	0
-0.000908	8.95625	0.44375	0
-0.000906	8.925	0.45	0
-0.000904	8.95625	0.45625	0
-0.000902	8.925	0.45625	0
-0.0009	8.925	0.4625	0
-0.000898	8.925	0.46875	0
-0.000896	8.8625	0.475	0
-0.000894	8.83125	0.475	0
-0.000892	8.8625	0.4875	0
-0.00089	8.83125	0.4875	0
-0.000888	8.76875	0.49375	0
-0.000886	8.7375	0.5	0
-0.000884	8.70625	0.5	0
-0.000882	8.675	0.5	0
-0.00088	8.675	0.5125	0
-0.000878	8.58125	0.50625	0
-0.000876	8.51875	0.5125	0
-0.000874	8.45625	0.51875	0
-0.000872	8.3625	0.525	0
-0.00087	8.3	0.51875	0
-0.000868	8.20625	0.525	0
-0.000866	8.05	0.53125	0
-0.000864	7.9875	0.53125	0
-0.000862	7.89375	0.53125	0
-0.00086	7.76875	0.5375	0
-0.000858	7.58125	0.5375	0
-0.000856	7.45625	0.55	0
-0.000854	7.26875	0.54375	0
-0.000852	7.08125	0.54375	0
-0.00085	6.89375	0.55	0
-0.000848	6.70625	0.55	0
-0.000846	6.4875	0.55625	0
-0.000844	6.2375	0.55625	0
-0.000842	6.01875	0.5625	0
-0.00084	5.8	0.55625	0
-0.000838	5.55	0.575	0
-0.000836	5.3625	0.56875	0
-0.000834	5.05	0.56875	0
-0.000832	4.8	0.56875	0
-0.00083	4.58125	0.56875	0
-0.000828	4.26875	0.58125	0
-0.000826	4.01875	0.575	0
-0.000824	3.76875	0.575	0
-0.000822	3.55	0.575	0
-0.00082	3.3	0.575	0
-0.000818	3.05	0.58125	0
-0.000816	2.8625	0.58125	0
-0.000814	2.675	0.58125	0
-0.000812	2.45625	0.58125	0
-0.00081	2.33125	0.58125	0
-0.000808	2.14375	0.58125	0
-0.000806	2.05	0.58125	0
-0.000804	1.89375	0.5875	0
-0.000802	1.83125	0.5875	0
-0.0008	1.70625	0.5875	0
-0.000798	1.70625	0.5875	0
-0.000796	1.64375	0.58125	0
-0.000794	1.55	0.58125	0
-0.000792	1.6125	0.59375	0
-0.00079	1.64375	0.5875	0
-0.000788	1.675	0.5875	0
-0.000786	1.7375	0.5875	0
-0.000784	1.8	0.5875	0
-0.000782	1.925	0.58125	0
-0.00078	1.9875	0.58125	0
-0.000778	2.14375	0.58125	0
-0.000776	2.33125	0.58125	0
-0.000774	2.51875	0.58125	0
-0.000772	2.675	0.58125	0
-0.00077	2.925	0.58125	0
-0.000768	3.08125	0.58125	0
-0.000766	3.3625	0.575	0
-0.000764	3.58125	0.575	0
-0.000762	3.8	0.575	0
-0.00076	4.1125	0.575	0
-0.000758	4.3625	0.56875	0
-0.000756	4.6125	0.56875	0
-0.000754	4.89375	0.56875	0
-0.000752	5.1125	0.5625	0
-0.00075	5.3625	0.55625	0
-0.000748	5.6125	0.55625	0
-0.000746	5.83125	0.5625	0
-0.000744	6.08125	0.55625	0
-0.000742	6.3	0.5625	0
-0.00074	6.55	0.55	0
-0.000738	6.7375	0.54375	0
-0.000736	6.95625	0.55	0
-0.000734	7.1125	0.55	0
-0.000732	7.26875	0.54375	0
-0.00073	7.4875	0.5375	0
-0.000728	7.58125	0.53125	0
-0.000726	7.76875	0.53125	0
-0.000724	7.89375	0.53125	0
-0.000722	8.01875	0.525	0
-0.00072	8.1125	0.525	0
-0.000718	8.175	0.525	0
-0.000716	8.3	0.525	0
-0.000714	8.3625	0.51875	0
-0.000712	8.45625	0.5125	0
-0.00071	8.51875	0.50625	0
-0.000708	8.58125	0.5	0
-0.000706	8.64375	0.49375	0
-0.000704	8.675	0.5	0
-0.000702	8.7375	0.49375	0
-0.0007	8.70625	0.4875	0
-0.000698	8.76875	0.48125	0
-0.000696	8.8	0.48125	0
-0.000694	8.8	0.475	0
-0.000692	8.83125	0.475	0
-0.00069	8.8625	0.46875	0
-0.000688	8.8625	0.4625	0
-0.000686	8.89375	0.45625	0
-0.000684	8.89375	0.45	0
-0.000682	8.89375	0.45	0
-0.00068	8.925	0.44375	0
-0.000678	8.925	0.43125	0
-0.000676	8.95625	0.43125	0
-0.000674	8.95625	0.41875	0
-0.000672	8.95625	0.41875	0
-0.00067	8.95625	0.41875	0
-0.000668	8.95625	0.4125	0
-0.000666	8.95625	0.4	0
-0.000664	8.95625	0.40625	0
-0.000662	8.95625	0.39375	0
-0.00066	8.95625	0.3875	0
-0.000658	8.95625	0.38125	0
-0.000656	8.95625	0.38125	0
-0.000654	8.95625	0.375	0
-0.000652	8.95625	0.3625	0
-0.00065	8.95625	0.35625	0
-0.000648	8.95625	0.35625	0
-0.000646	8.95625	0.35	0
-0.000644	8.95625	0.3375	0
-0.000642	8.9875	0.33125	0
-0.00064	8.95625	0.325	0
-0.000638	8.95625	0.325	0
-0.000636	8.95625	0.31875	0
-0.000634	8.95625	0.3125	0
-0.000632	8.95625	0.30625	0
-0.00063	8.9875	0.3	0
-0.000628	8.95625	0.29375	0
-0.000626	8.95625	0.28125	0
-0.000624	8.9875	0.275	0
-0.000622	8.95625	0.26875	0
-0.00062	8.95625	0.2625	0
-0.000618	8.95625	0.25625	0
-0.000616	8.95625	0.25625	0
-0.000614	8.95625	0.24375	0
-0.000612	8.95625	0.2375	0
-0.00061	8.95625	0.23125	0
-0.000608	8.95625	0.23125	0
-0.000606	8.9875	0.2125	0
-0.000604	8.9875	0.20625	0
-0.000602	8.95625	0.20625	0
-0.0006	8.9875	0.19375	0
-0.000598	8.95625	0.1875	0
-0.000596	8.95625	0.18125	0
-0.000594	8.95625	0.175	0
-0.000592	8.9875	0.16875	0
-0.00059	8.9875	0.15625	0
-0.000588	8.9875	0.15	0
-0.000586	8.95625	0.14375	0
-0.000584	8.9875	0.14375	0
-0.000582	8.9875	0.13125	0
-0.00058	8.95625	0.125	0
-0.000578	8.95625	0.1125	0
-0.000576	8.95625	0.1125	0
-0.000574	8.95625	0.1	0
-0.000572	8.95625	0.09375	0
-0.00057	8.95625	0.0875	0
-0.000568	8.95625	0.08125	0
-0.000566	8.95625	0.06875	0
-0.000564	8.9875	0.06875	0
-0.000562	8.95625	0.05625	0
-0.00056	8.95625	0.04375	0
-0.000558	8.95625	0.04375	0
-0.000556	8.95625	0.0375	0
-0.000554	8.95625	0.03125	0
-0.000552	8.95625	0.01875	0
