# Zeit (s)	# Kanal 1 (V)	# Kanal 2 (V)	# D0-D7	
-0.0005	5.0125	2.462	1
-0.000499	4.95	2.462	1
-0.000498	4.95	2.5245	1
-0.000497	5.0125	2.587	1
-0.000496	5.0125	2.61825	1
-0.000495	4.95	2.61825	1
-0.000494	4.95	2.68075	1
-0.000493	5.0125	2.712	1
-0.000492	5.0125	2.7745	1
-0.000491	5.0125	2.7745	1
-0.00049	4.95	2.837	1
-0.000489	5.0125	2.86825	1
-0.000488	5.0125	2.8995	1
-0.000487	5.0125	2.962	1
-0.000486	5.0125	2.962	1
-0.000485	4.95	3.0245	1
-0.000484	5.0125	3.05575	1
-0.000483	5.0125	3.05575	1
-0.000482	5.0125	3.11825	1
-0.000481	4.95	3.1495	1
-0.00048	5.0125	3.212	1
-0.000479	4.95	3.212	1
-0.000478	5.0125	3.212	1
-0.000477	4.95	3.2745	1
-0.000476	5.0125	3.30575	1
-0.000475	5.0125	3.30575	1
-0.000474	4.95	3.3995	1
-0.000473	4.95	3.3995	1
-0.000472	5.0125	3.43075	1
-0.000471	5.0125	3.462	1
-0.00047	4.95	3.462	1
-0.000469	4.95	3.5245	1
-0.000468	5.0125	3.55575	1
-0.000467	5.0125	3.587	1
-0.000466	4.95	3.587	1
-0.000465	5.0125	3.61825	1
-0.000464	5.0125	3.6495	1
-0.000463	5.0125	3.712	1
-0.000462	5.0125	3.712	1
-0.000461	4.95	3.712	1
-0.00046	5.0125	3.7745	1
-0.000459	4.95	3.80575	1
-0.000458	5.0125	3.80575	1
-0.000457	5.0125	3.80575	1
-0.000456	5.0125	3.837	1
-0.000455	5.0125	3.86825	1
-0.000454	4.95	3.8995	1
-0.000453	5.0125	3.8995	1
-0.000452	5.0125	3.93075	1
-0.000451	5.0125	3.962	1
-0.00045	4.95	3.99325	1
-0.000449	4.95	3.99325	1
-0.000448	5.0125	3.99325	1
-0.000447	4.95	4.0245	1
-0.000446	5.0125	4.05575	1
-0.000445	5.0125	4.05575	1
-0.000444	4.95	4.087	1
-0.000443	4.95	4.087	1
-0.000442	4.95	4.11825	1
-0.000441	4.95	4.11825	1
-0.00044	4.95	4.11825	1
-0.000439	4.95	4.1495	1
-0.000438	5.0125	4.18075	1
-0.000437	5.0125	4.1495	1
-0.000436	5.0125	4.1495	1
-0.000435	4.95	4.212	1
-0.000434	5.0125	4.18075	1
-0.000433	5.0125	4.18075	1
