# Zeit (s)	# Kanal 1 (V)	# Kanal 2 (V)	# D0-D7	
-1	5.0125	2.3	0
-0.998	5.0125	2.3	0
-0.996	5.0125	2.3	0
-0.994	4.95	2.3	0
-0.992	4.95	2.3	0
-0.99	5.0125	2.3	0
-0.988	5.0125	2.3	0
-0.986	4.95	2.3	0
-0.984	4.95	2.3	0
-0.982	5.0125	2.3	0
-0.98	4.95	2.2375	0
-0.978	5.0125	2.3	0
-0.976	4.95	2.3	0
-0.974	4.95	2.2375	0
-0.972	5.0125	2.3	0
-0.97	4.95	2.3	0
-0.968	4.95	2.3	0
-0.966	4.95	2.3	0
-0.964	5.0125	2.3	0
-0.962	4.95	2.3	0
-0.96	5.0125	2.3	0
-0.958	4.95	2.3	0
-0.956	5.0125	2.2375	0
-0.954	5.0125	2.3	0
-0.952	4.95	2.2375	0
-0.95	4.95	2.3	0
-0.948	4.95	2.3625	0
-0.946	4.95	2.3	0
-0.944	5.0125	2.3	0
-0.942	4.95	2.3	0
-0.94	5.0125	2.3	0
-0.938	5.0125	2.3	0
-0.936	4.95	2.3	0
-0.934	4.95	2.3	0
-0.932	4.95	2.3	0
-0.93	5.0125	2.3625	0
-0.928	4.95	2.3	0
-0.926	5.0125	2.3	0
-0.924	5.0125	2.3	0
-0.922	4.95	2.3	0
-0.92	5.0125	2.3	0
-0.918	4.95	2.3	0
-0.916	5.0125	2.3	0
-0.914	4.95	2.2375	0
-0.912	5.0125	2.3625	0
-0.91	5.0125	2.3	0
-0.908	5.0125	2.3625	0
-0.906	4.95	2.3625	0
-0.904	5.0125	2.3	0
-0.902	4.95	2.3625	0
-0.9	5.0125	2.3	0
-0.898	5.0125	2.3	0
-0.896	5.0125	2.3	0
-0.894	4.95	2.2375	0
-0.892	5.0125	2.3	0
-0.89	4.95	2.3	0
-0.888	4.95	2.2375	0
-0.886	5.0125	2.3	0
-0.884	5.0125	2.3	0
-0.882	5.0125	2.3	0
-0.88	4.95	2.3625	0
-0.878	4.95	2.3	0
-0.876	5.0125	2.3	0
-0.874	4.95	2.3	0
-0.872	5.0125	2.3	0
-0.87	5.0125	2.3	0
