# Zeit (s)	# Kanal 1 (V)	# Kanal 2 (V)	# D0-D7	
-0.0001	4.95	0.337	225
-0.0000998	5.0125	0.337	225
-0.0000996	5.0125	0.337	225
-0.0000994	4.95	0.337	225
-0.0000992	4.95	0.337	225
-0.000099	4.95	0.2745	225
-0.0000988	4.95	0.30575	225
-0.0000986	4.95	0.337	225
-0.0000984	5.0125	0.2745	225
-0.0000982	4.95	0.30575	225
-0.000098	5.0125	0.2745	225
-0.0000978	4.95	0.337	225
-0.0000976	4.95	0.2745	225
-0.0000974	4.95	0.2745	225
-0.0000972	4.95	0.2745	225
-0.000097	4.95	0.30575	225
-0.0000968	4.95	0.2745	225
-0.0000966	4.95	0.30575	225
-0.0000964	4.95	0.30575	225
-0.0000962	5.0125	0.30575	225
-0.000096	4.95	0.2745	225
-0.0000958	4.95	0.2745	225
-0.0000956	4.95	0.2745	225
-0.0000954	4.95	0.2745	225
-0.0000952	4.95	0.2745	225
-0.000095	5.0125	0.2745	225
-0.0000948	5.0125	0.2745	225
-0.0000946	5.0125	0.30575	225
-0.0000944	4.95	0.30575	225
-0.0000942	5.0125	0.30575	225
-0.000094	5.0125	0.30575	225
-0.0000938	4.95	0.30575	225
-0.0000936	4.95	0.2745	225
-0.0000934	4.95	0.30575	225
-0.0000932	4.95	0.2745	225
-0.000093	5.0125	0.337	225
-0.0000928	4.95	0.30575	225
-0.0000926	4.95	0.30575	225
-0.0000924	5.0125	0.337	225
-0.0000922	4.95	0.337	225
-0.000092	5.0125	0.30575	225
-0.0000918	5.0125	0.30575	225
-0.0000916	4.95	0.30575	225
-0.0000914	4.95	0.337	225
-0.0000912	4.95	0.36825	225
-0.000091	4.95	0.337	225
-0.0000908	4.95	0.337	225
-0.0000906	4.95	0.36825	225
-0.0000904	4.95	0.36825	225
-0.0000902	5.0125	0.36825	225
-0.00009	4.95	0.36825	225
-0.0000898	4.95	0.36825	225
-0.0000896	4.95	0.3995	225
-0.0000894	4.95	0.36825	225
-0.0000892	4.95	0.36825	225
-0.000089	4.95	0.3995	225
-0.0000888	4.95	0.3995	225
-0.0000886	4.95	0.43075	225
-0.0000884	5.0125	0.43075	225
-0.0000882	4.95	0.43075	225
-0.000088	4.95	0.3995	225
-0.0000878	4.95	0.43075	253
-0.0000876	4.95	0.462	124
-0.0000874	4.95	0.43075	124
-0.0000872	4.95	0.462	124
-0.000087	4.95	0.462	124
-0.0000868	4.95	0.462	124
-0.0000866	5.0125	0.462	124
-0.0000864	4.95	0.5245	124
-0.0000862	5.0125	0.5245	124
-0.000086	4.95	0.5245	124
-0.0000858	4.95	0.55575	124
-0.0000856	3.95	0.49325	124
-0.0000854	0.0124999	0.55575	124
-0.0000852	0.0749998	0.55575	124
-0.000085	4.2625	0.55575	124
-0.0000848	4.95	0.587	124
-0.0000846	4.95	0.587	124
-0.0000844	5.0125	0.587	124
-0.0000842	4.95	0.587	124
-0.000084	4.95	0.61825	124
-0.0000838	4.95	0.61825	124
-0.0000836	5.0125	0.61825	124
-0.0000834	4.95	0.6495	124
-0.0000832	4.95	0.6495	124
-0.000083	5.0125	0.68075	124
-0.0000828	4.95	0.68075	124
-0.0000826	4.95	0.712	124
-0.0000824	4.95	0.712	124
-0.0000822	4.95	0.74325	124
-0.000082	5.0125	0.74325	124
-0.0000818	4.95	0.74325	124
-0.0000816	4.95	0.7745	124
-0.0000814	4.95	0.7745	124
-0.0000812	4.95	0.7745	124
-0.000081	4.95	0.7745	124
-0.0000808	4.95	0.7745	124
-0.0000806	5.0125	0.80575	124
-0.0000804	4.95	0.837	124
-0.0000802	4.95	0.86825	124
-0.00008	4.95	0.86825	124
-0.0000798	4.95	0.86825	124
-0.0000796	4.95	0.8995	124
-0.0000794	4.95	0.8995	124
-0.0000792	4.95	0.8995	124
-0.000079	4.95	0.93075	124
-0.0000788	4.95	0.93075	124
-0.0000786	4.95	0.93075	124
-0.0000784	5.0125	0.962	124
-0.0000782	4.95	0.99325	124
-0.000078	4.95	1.05575	124
-0.0000778	4.95	0.99325	124
-0.0000776	4.95	1.05575	124
-0.0000774	5.0125	1.05575	124
-0.0000772	4.95	1.087	124
-0.000077	4.95	1.087	124
-0.0000768	5.0125	1.11825	124
-0.0000766	4.95	1.11825	124
-0.0000764	4.95	1.11825	124
-0.0000762	4.95	1.1495	124
-0.000076	4.95	1.11825	124
-0.0000758	4.95	1.18075	124
-0.0000756	4.95	1.18075	124
-0.0000754	4.95	1.212	124
-0.0000752	4.95	1.2745	124
-0.000075	4.95	1.24325	124
-0.0000748	4.95	1.2745	124
-0.0000746	4.95	1.30575	124
-0.0000744	4.95	1.30575	124
-0.0000742	4.95	1.30575	124
-0.000074	4.95	1.30575	124
-0.0000738	4.95	1.337	124
-0.0000736	5.0125	1.337	124
-0.0000734	4.95	1.3995	124
-0.0000732	4.95	1.3995	124
-0.000073	4.95	1.3995	124
-0.0000728	4.95	1.43075	124
-0.0000726	4.95	1.43075	124
-0.0000724	5.0125	1.462	124
-0.0000722	4.95	1.49325	124
-0.000072	5.0125	1.5245	124
-0.0000718	4.95	1.5245	124
-0.0000716	5.0125	1.55575	124
-0.0000714	4.95	1.55575	124
-0.0000712	4.8875	1.587	124
-0.000071	4.95	1.61825	124
-0.0000708	4.95	1.61825	124
-0.0000706	4.95	1.6495	124
-0.0000704	5.0125	1.68075	124
-0.0000702	4.95	1.712	124
-0.00007	5.0125	1.712	124
-0.0000698	5.0125	1.712	124
-0.0000696	4.95	1.74325	124
-0.0000694	4.95	1.74325	124
-0.0000692	5.0125	1.7745	124
-0.000069	4.95	1.837	124
-0.0000688	4.95	1.837	124
-0.0000686	4.95	1.837	124
-0.0000684	4.95	1.8995	124
-0.0000682	5.0125	1.8995	124
-0.000068	4.95	1.8995	124
-0.0000678	4.95	1.8995	124
-0.0000676	5.0125	1.962	124
-0.0000674	4.95	1.962	124
-0.0000672	4.95	1.99325	124
-0.000067	5.0125	2.0245	124
-0.0000668	4.95	2.05575	124
-0.0000666	4.95	2.05575	124
-0.0000664	4.95	2.05575	124
-0.0000662	4.95	2.087	124
-0.000066	4.95	2.087	124
-0.0000658	4.95	2.11825	124
-0.0000656	4.95	2.1495	124
-0.0000654	4.95	2.1495	124
-0.0000652	4.95	2.18075	124
-0.000065	4.95	2.212	124
-0.0000648	4.95	2.212	124
-0.0000646	4.95	2.24325	124
-0.0000644	4.95	2.2745	124
-0.0000642	4.95	2.2745	124
-0.000064	4.95	2.30575	124
-0.0000638	4.95	2.337	124
-0.0000636	4.95	2.36825	124
-0.0000634	5.0125	2.36825	124
-0.0000632	4.95	2.3995	124
-0.000063	4.95	2.43075	124
-0.0000628	4.95	2.43075	124
-0.0000626	4.95	2.462	124
-0.0000624	4.95	2.462	124
-0.0000622	4.95	2.49325	124
-0.000062	4.95	2.5245	124
-0.0000618	4.95	2.5245	124
-0.0000616	4.95	2.5245	124
-0.0000614	4.95	2.55575	124
-0.0000612	4.95	2.55575	124
-0.000061	5.0125	2.587	124
-0.0000608	4.95	2.61825	124
-0.0000606	4.95	2.61825	124
-0.0000604	4.95	2.68075	124
-0.0000602	5.0125	2.68075	124
-0.00006	5.0125	2.68075	124
-0.0000598	4.95	2.712	124
-0.0000596	4.95	2.7745	124
-0.0000594	4.95	2.7745	124
-0.0000592	4.95	2.7745	124
-0.000059	4.95	2.80575	124
-0.0000588	5.0125	2.837	124
-0.0000586	4.95	2.80575	124
-0.0000584	5.0125	2.86825	124
-0.0000582	4.95	2.86825	124
-0.000058	4.95	2.8995	124
-0.0000578	4.95	2.93075	124
-0.0000576	4.95	2.93075	124
-0.0000574	4.95	2.962	124
-0.0000572	5.0125	2.962	124
-0.000057	5.0125	2.99325	124
-0.0000568	4.95	2.99325	124
-0.0000566	4.95	3.0245	124
-0.0000564	4.95	3.05575	124
-0.0000562	4.95	3.05575	124
-0.000056	4.95	3.05575	124
-0.0000558	4.95	3.087	124
-0.0000556	5.0125	3.11825	124
-0.0000554	5.0125	3.1495	124
-0.0000552	5.0125	3.18075	124
-0.000055	5.0125	3.1495	124
-0.0000548	4.95	3.18075	124
-0.0000546	4.95	3.212	124
-0.0000544	4.95	3.212	124
-0.0000542	5.0125	3.24325	124
-0.000054	4.95	3.24325	124
-0.0000538	5.0125	3.2745	124
-0.0000536	5.0125	3.30575	124
-0.0000534	5.0125	3.337	124
