# Zeit (s)	# Kanal 1 (V)	# Kanal 2 (V)	# D0-D7	
-0.025	5.0125	4.3	123
-0.02495	4.95	4.3	251
-0.0249	4.95	4.3	187
-0.02485	4.95	4.2375	187
-0.0248	5.0125	4.2375	187
-0.02475	4.95	4.2375	59
-0.0247	4.95	4.2375	59
-0.02465	4.95	4.2375	251
-0.0246	4.95	4.175	219
-0.02455	4.95	4.2375	219
-0.0245	4.95	4.2375	219
-0.02445	5.0125	4.2375	219
-0.0244	4.95	4.2375	155
-0.02435	5.0125	4.175	155
-0.0243	4.95	4.2375	155
-0.02425	4.95	4.175	27
-0.0242	4.95	4.1125	27
-0.02415	4.95	4.1125	187
-0.0241	4.95	4.175	171
-0.02405	4.95	4.05	171
-0.024	4.95	4.05	235
-0.02395	4.95	4.05	203
-0.0239	5.0125	4.05	203
-0.02385	4.8875	3.9875	203
-0.0238	4.95	4.05	203
-0.02375	4.95	3.9875	11
-0.0237	4.95	3.925	11
-0.02365	4.95	3.9875	187
-0.0236	4.95	3.8625	179
-0.02355	5.0125	3.925	179
-0.0235	4.95	3.925	243
-0.02345	5.0125	3.925	83
-0.0234	5.0125	3.8	83
-0.02335	4.95	3.8625	83
-0.0233	5.0125	3.8625	83
-0.02325	4.95	3.8625	19
-0.0232	4.95	3.8	19
-0.02315	4.95	3.8	51
-0.0231	5.0125	3.7375	35
-0.02305	4.95	3.7375	35
-0.023	4.95	3.7375	35
-0.02295	4.95	3.675	3
-0.0229	5.0125	3.675	3
-0.02285	4.95	3.55	63
-0.0228	5.0125	3.675	61
-0.02275	4.95	3.6125	61
-0.0227	4.95	3.6125	61
-0.02265	5.0125	3.6125	61
-0.0226	5.0125	3.55	29
-0.02255	4.95	3.55	29
-0.0225	4.95	3.4875	61
-0.02245	4.95	3.4875	45
-0.0224	5.0125	3.4875	45
-0.02235	4.95	3.4875	45
-0.0223	4.95	3.3625	13
-0.02225	4.95	3.3625	13
-0.0222	4.95	3.3	13
-0.02215	5.0125	3.3	61
-0.0221	5.0125	3.3	53
-0.02205	4.95	3.2375	53
-0.022	4.95	3.1125	53
-0.02195	5.0125	3.175	21
-0.0219	4.95	3.1125	21
-0.02185	4.95	3.1125	85
-0.0218	4.95	3.05	69
-0.02175	5.0125	3.05	69
-0.0217	5.0125	3.05	125
-0.02165	4.95	2.9875	57
-0.0216	5.0125	2.9875	57
-0.02155	4.8875	2.9875	57
-0.0215	4.95	2.925	57
-0.02145	4.95	2.8625	25
-0.0214	5.0125	2.8	25
-0.02135	5.0125	2.8	89
-0.0213	4.95	2.7375	73
-0.02125	5.0125	2.7375	73
-0.0212	5.0125	2.7375	121
-0.02115	4.95	2.675	113
-0.0211	4.95	2.6125	113
-0.02105	5.0125	2.675	113
-0.021	4.95	2.6125	17
-0.02095	4.95	2.4875	17
-0.0209	5.0125	2.55	17
-0.02085	5.0125	2.4875	49
-0.0208	5.0125	2.425	33
-0.02075	4.95	2.425	33
-0.0207	5.0125	2.425	33
-0.02065	5.0125	2.3625	1
-0.0206	5.0125	2.3	1
-0.02055	4.95	2.3	31
-0.0205	4.95	2.3	30
-0.02045	5.0125	2.3	30
-0.0204	5.0125	2.2375	30
-0.02035	4.95	2.175	62
-0.0203	5.0125	2.175	46
-0.02025	5.0125	2.1125	46
-0.0202	5.0125	2.1125	46
-0.02015	4.95	2.05	14
-0.0201	4.95	2.05	14
-0.02005	5.0125	1.9875	30
-0.02	5.0125	1.9875	22
-0.01995	4.95	1.925	22
-0.0199	4.95	1.925	54
-0.01985	5.0125	1.925	38
-0.0198	5.0125	1.8625	38
-0.01975	5.0125	1.8	38
-0.0197	4.95	1.8	38
-0.01965	4.95	1.7375	6
-0.0196	5.0125	1.7375	6
-0.01955	5.0125	1.675	30
-0.0195	5.0125	1.675	26
-0.01945	4.95	1.6125	26
-0.0194	5.0125	1.6125	58
-0.01935	4.95	1.6125	42
-0.0193	5.0125	1.55	42
-0.01925	5.0125	1.4875	42
-0.0192	5.0125	1.4875	42
-0.01915	5.0125	1.425	10
-0.0191	5.0125	1.4875	10
-0.01905	4.95	1.425	90
-0.019	4.95	1.3	82
-0.01895	4.95	1.425	82
-0.0189	4.95	1.3625	242
-0.01885	5.0125	1.3	162
-0.0188	5.0125	1.3	162
-0.01875	4.95	1.3	162
-0.0187	5.0125	1.3	2
-0.01865	4.95	1.2375	2
-0.0186	5.0125	1.175	2
-0.01855	4.95	1.1125	62
-0.0185	4.95	1.1125	60
-0.01845	5.0125	1.05	60
-0.0184	5.0125	1.05	60
-0.01835	4.95	1.05	28
-0.0183	5.0125	0.9875	28
-0.01825	5.0125	0.9875	60
-0.0182	5.0125	0.925	44
-0.01815	4.95	0.925	44
-0.0181	4.95	0.925	44
-0.01805	4.95	0.925	44
-0.018	5.0125	0.8625	12
-0.01795	4.95	0.8625	12
-0.0179	4.95	0.8	60
-0.01785	5.0125	0.8625	52
-0.0178	4.95	0.8	52
-0.01775	4.95	0.8	180
-0.0177	4.95	0.675	148
-0.01765	5.0125	0.7375	148
-0.0176	4.95	0.7375	244
-0.01755	4.95	0.675	100
-0.0175	5.0125	0.675	100
-0.01745	4.95	0.675	100
-0.0174	4.95	0.675	100
-0.01735	5.0125	0.55	68
-0.0173	4.95	0.55	68
-0.01725	4.95	0.55	68
-0.0172	4.95	0.55	4
-0.01715	4.95	0.4875	4
-0.0171	5.0125	0.55	188
-0.01705	5.0125	0.4875	184
-0.017	5.0125	0.55	184
-0.01695	5.0125	0.4875	248
-0.0169	0.825	0.4875	88
-0.01685	4.95	0.4875	88
-0.0168	4.95	0.425	88
-0.01675	5.0125	0.425	88
-0.0167	4.95	0.3625	24
-0.01665	4.95	0.425	24
-0.0166	5.0125	0.3625	120
-0.01655	4.95	0.3625	104
-0.0165	5.0125	0.3625	104
-0.01645	4.95	0.425	232
-0.0164	4.95	0.3	168
-0.01635	5.0125	0.3625	168
-0.0163	4.95	0.3625	168
-0.01625	4.95	0.3625	168
-0.0162	5.0125	0.3625	40
-0.01615	5.0125	0.3	40
-0.0161	4.95	0.3	104
-0.01605	4.95	0.3	72
-0.016	5.0125	0.3625	72
-0.01595	5.0125	0.3	200
-0.0159	5.0125	0.3	136
-0.01585	4.95	0.2375	136
-0.0158	4.95	0.3	136
-0.01575	5.0125	0.2375	136
-0.0157	4.95	0.3625	136
-0.01565	4.95	0.3	136
-0.0156	4.95	0.3	136
-0.01555	5.0125	0.3	136
-0.0155	5.0125	0.3	136
-0.01545	4.95	0.3	136
-0.0154	4.95	0.3	136
-0.01535	4.95	0.2375	136
-0.0153	5.0125	0.2375	136
-0.01525	4.95	0.3	136
-0.0152	5.0125	0.3	136
-0.01515	4.95	0.3	136
-0.0151	5.0125	0.3	136
-0.01505	5.0125	0.3	136
