# Zeit (s)	# Kanal 1 (V)	# Kanal 2 (V)	# D0-D7	
-0.00025	5.0125	2.11825	248
-0.0002495	5.0125	2.11825	248
-0.000249	5.0125	2.087	248
-0.0002485	4.95	2.0245	248
-0.000248	5.0125	1.99325	248
-0.0002475	4.95	1.99325	248
-0.000247	5.0125	1.99325	248
-0.0002465	4.95	1.962	248
-0.000246	5.0125	1.93075	248
-0.0002455	4.95	1.8995	248
-0.000245	5.0125	1.8995	248
-0.0002445	4.95	1.837	248
-0.000244	4.95	1.837	248
-0.0002435	5.0125	1.80575	248
-0.000243	5.0125	1.80575	248
-0.0002425	4.95	1.7745	248
-0.000242	5.0125	1.712	248
-0.0002415	4.95	1.712	248
-0.000241	5.0125	1.68075	248
-0.0002405	4.95	1.68075	248
-0.00024	4.95	1.61825	248
-0.0002395	4.95	1.587	248
-0.000239	4.95	1.587	248
-0.0002385	4.95	1.55575	248
-0.000238	5.0125	1.55575	248
-0.0002375	4.8875	1.5245	248
-0.000237	5.0125	1.49325	248
-0.0002365	5.0125	1.462	248
-0.000236	5.0125	1.43075	248
-0.0002355	5.0125	1.43075	248
-0.000235	5.0125	1.43075	248
-0.0002345	5.0125	1.36825	248
-0.000234	4.95	1.337	248
-0.0002335	5.0125	1.337	248
-0.000233	5.0125	1.30575	248
-0.0002325	4.95	1.30575	248
-0.000232	5.0125	1.2745	248
-0.0002315	4.95	1.2745	248
-0.000231	5.0125	1.212	248
-0.0002305	5.0125	1.212	248
-0.00023	4.95	1.1495	248
-0.0002295	4.95	1.1495	248
-0.000229	5.0125	1.1495	248
-0.0002285	5.0125	1.11825	248
-0.000228	5.0125	1.087	248
-0.0002275	5.0125	1.087	248
-0.000227	5.0125	1.0245	248
-0.0002265	4.95	1.05575	248
-0.000226	5.0125	1.0245	248
-0.0002255	4.95	0.99325	248
-0.000225	5.0125	0.962	248
-0.0002245	4.95	0.962	248
-0.000224	4.95	0.93075	248
-0.0002235	4.95	0.93075	248
-0.000223	4.95	0.86825	248
-0.0002225	5.0125	0.86825	248
-0.000222	4.95	0.86825	248
-0.0002215	5.0125	0.86825	248
-0.000221	5.0125	0.837	248
-0.0002205	5.0125	0.80575	248
-0.00022	5.0125	0.80575	248
-0.0002195	4.95	0.7745	248
-0.000219	5.0125	0.80575	248
-0.0002185	4.95	0.74325	248
-0.000218	5.0125	0.74325	248
-0.0002175	5.0125	0.74325	248
-0.000217	5.0125	0.74325	248
-0.0002165	4.95	0.712	248
-0.000216	5.0125	0.712	248
-0.0002155	4.95	0.68075	248
-0.000215	5.0125	0.68075	248
-0.0002145	4.95	0.6495	248
-0.000214	5.0125	0.6495	248
-0.0002135	4.95	0.61825	248
-0.000213	5.0125	0.55575	248
-0.0002125	4.95	0.55575	248
-0.000212	5.0125	0.55575	248
-0.0002115	4.95	0.587	248
-0.000211	4.95	0.55575	248
-0.0002105	4.95	0.5245	248
-0.00021	4.95	0.5245	248
-0.0002095	4.95	0.49325	248
-0.000209	5.0125	0.5245	248
-0.0002085	4.95	0.462	248
-0.000208	4.95	0.49325	248
-0.0002075	4.95	0.462	248
-0.000207	5.0125	0.43075	248
-0.0002065	4.95	0.462	248
-0.000206	5.0125	0.462	248
-0.0002055	5.0125	0.3995	248
-0.000205	4.95	0.462	248
-0.0002045	5.0125	0.43075	248
-0.000204	5.0125	0.3995	248
-0.0002035	5.0125	0.3995	248
-0.000203	4.95	0.3995	248
-0.0002025	4.95	0.3995	248
-0.000202	5.0125	0.36825	248
-0.0002015	4.95	0.337	248
-0.000201	5.0125	0.337	248
-0.0002005	4.95	0.337	248
-0.0002	5.0125	0.36825	248
-0.0001995	4.95	0.337	248
-0.000199	4.95	0.30575	248
-0.0001985	4.95	0.337	248
-0.000198	4.95	0.337	248
-0.0001975	4.95	0.30575	248
-0.000197	5.0125	0.337	248
-0.0001965	4.95	0.30575	248
-0.000196	5.0125	0.30575	248
-0.0001955	4.95	0.30575	248
-0.000195	4.95	0.30575	248
-0.0001945	5.0125	0.30575	248
-0.000194	5.0125	0.337	248
-0.0001935	4.95	0.2745	248
-0.000193	5.0125	0.2745	248
-0.0001925	5.0125	0.30575	248
-0.000192	5.0125	0.2745	248
-0.0001915	4.95	0.30575	248
-0.000191	5.0125	0.2745	248
-0.0001905	4.95	0.30575	248
-0.00019	5.0125	0.2745	248
-0.0001895	4.95	0.2745	248
-0.000189	5.0125	0.30575	248
-0.0001885	4.95	0.2745	248
-0.000188	4.95	0.30575	248
-0.0001875	4.95	0.2745	248
-0.000187	4.95	0.30575	248
-0.0001865	4.95	0.30575	248
-0.000186	5.0125	0.30575	248
-0.0001855	5.0125	0.30575	248
-0.000185	5.0125	0.30575	248
-0.0001845	4.95	0.30575	248
-0.000184	5.0125	0.337	251
-0.0001835	4.95	0.337	3
-0.000183	5.0125	0.337	3
-0.0001825	4.95	0.36825	3
-0.000182	5.0125	0.36825	3
-0.0001815	-0.0500001	0.36825	3
-0.000181	4.95	0.337	3
-0.0001805	4.95	0.36825	3
-0.00018	5.0125	0.36825	3
-0.0001795	5.0125	0.36825	3
-0.000179	4.95	0.3995	3
-0.0001785	5.075	0.3995	3
-0.000178	5.0125	0.3995	3
-0.0001775	5.0125	0.3995	3
-0.000177	4.95	0.43075	3
-0.0001765	5.0125	0.43075	3
-0.000176	4.8875	0.43075	3
-0.0001755	4.95	0.43075	3
-0.000175	5.0125	0.462	3
-0.0001745	5.0125	0.462	3
-0.000174	5.0125	0.462	3
-0.0001735	4.95	0.462	3
-0.000173	5.0125	0.49325	3
-0.0001725	5.0125	0.5245	3
-0.000172	5.0125	0.5245	3
-0.0001715	4.95	0.55575	3
-0.000171	5.0125	0.55575	3
-0.0001705	4.95	0.55575	3
-0.00017	5.0125	0.55575	3
-0.0001695	5.0125	0.587	3
-0.000169	5.0125	0.587	3
-0.0001685	4.95	0.61825	3
-0.000168	5.0125	0.61825	3
-0.0001675	4.95	0.6495	3
-0.000167	5.0125	0.68075	3
-0.0001665	5.0125	0.68075	3
-0.000166	4.95	0.712	3
-0.0001655	5.0125	0.712	3
-0.000165	4.95	0.712	3
-0.0001645	5.0125	0.74325	3
-0.000164	5.0125	0.74325	3
-0.0001635	4.95	0.74325	3
-0.000163	5.0125	0.7745	3
-0.0001625	4.95	0.74325	3
-0.000162	5.0125	0.80575	3
-0.0001615	5.0125	0.80575	3
-0.000161	5.0125	0.837	3
-0.0001605	4.95	0.86825	3
-0.00016	5.0125	0.86825	3
-0.0001595	4.95	0.8995	3
-0.000159	5.0125	0.86825	3
-0.0001585	4.95	0.93075	3
-0.000158	5.0125	0.93075	3
-0.0001575	4.95	0.962	3
-0.000157	5.0125	0.962	3
-0.0001565	4.95	1.0245	3
-0.000156	5.0125	0.99325	3
-0.0001555	4.95	1.05575	3
-0.000155	5.0125	0.99325	3
-0.0001545	4.95	1.087	3
-0.000154	5.0125	1.087	3
-0.0001535	4.95	1.11825	3
-0.000153	4.95	1.1495	3
-0.0001525	4.95	1.1495	3
-0.000152	5.0125	1.18075	3
-0.0001515	4.95	1.18075	3
-0.000151	5.0125	1.212	3
-0.0001505	4.95	1.24325	3
-0.00015	4.95	1.24325	3
-0.0001495	5.0125	1.2745	3
-0.000149	4.95	1.30575	3
-0.0001485	4.95	1.30575	3
-0.000148	4.95	1.337	3
-0.0001475	4.95	1.337	3
-0.000147	5.0125	1.3995	3
-0.0001465	4.95	1.43075	3
-0.000146	5.0125	1.3995	3
-0.0001455	5.0125	1.462	3
-0.000145	5.0125	1.49325	3
-0.0001445	5.0125	1.5245	3
-0.000144	4.95	1.5245	3
-0.0001435	4.95	1.587	3
-0.000143	5.0125	1.587	3
-0.0001425	4.95	1.587	3
-0.000142	5.0125	1.61825	3
-0.0001415	5.0125	1.68075	3
-0.000141	5.0125	1.6495	3
-0.0001405	4.95	1.712	3
-0.00014	5.0125	1.74325	3
-0.0001395	4.95	1.74325	3
-0.000139	5.0125	1.7745	3
-0.0001385	5.0125	1.80575	3
-0.000138	5.0125	1.80575	3
-0.0001375	4.95	1.86825	3
-0.000137	5.0125	1.8995	3
-0.0001365	5.0125	1.8995	3
-0.000136	5.0125	1.93075	3
-0.0001355	5.0125	1.93075	3
-0.000135	4.95	1.962	3
-0.0001345	4.95	1.99325	3
-0.000134	5.0125	1.99325	3
-0.0001335	4.95	2.05575	3
-0.000133	5.0125	2.05575	3
-0.0001325	4.95	2.11825	3
-0.000132	4.95	2.11825	3
-0.0001315	4.95	2.18075	3
-0.000131	4.95	2.18075	3
-0.0001305	5.0125	2.1495	3
-0.00013	5.0125	2.212	3
-0.0001295	4.95	2.24325	3
-0.000129	4.95	2.2745	3
-0.0001285	5.0125	2.2745	3
-0.000128	4.95	2.30575	3
-0.0001275	5.0125	2.337	3
-0.000127	5.0125	2.36825	3
-0.0001265	5.0125	2.36825	3
-0.000126	4.95	2.3995	3
-0.0001255	5.0125	2.462	3
-0.000125	4.95	2.462	3
-0.0001245	4.95	2.462	3
-0.000124	4.95	2.5245	3
-0.0001235	5.0125	2.5245	3
-0.000123	5.0125	2.587	3
-0.0001225	5.0125	2.587	3
-0.000122	5.0125	2.61825	3
-0.0001215	4.95	2.6495	3
-0.000121	5.0125	2.6495	3
-0.0001205	4.95	2.68075	3
-0.00012	5.0125	2.712	3
-0.0001195	5.0125	2.74325	3
-0.000119	4.95	2.74325	3
-0.0001185	5.0125	2.7745	3
-0.000118	5.0125	2.80575	3
-0.0001175	4.95	2.80575	3
-0.000117	5.0125	2.86825	3
-0.0001165	4.95	2.86825	3
-0.000116	4.95	2.8995	3
-0.0001155	5.0125	2.93075	3
-0.000115	4.95	2.962	3
-0.0001145	5.0125	2.962	3
-0.000114	5.0125	2.99325	3
-0.0001135	4.95	3.0245	3
-0.000113	4.95	3.05575	3
-0.0001125	4.95	3.087	3
-0.000112	5.0125	3.087	3
