# Zeit (s)	# Kanal 1 (V)	# Kanal 2 (V)	# D0-D7	
-1	4.95	1.425	0
-0.998	5.0125	1.3625	0
-0.996	4.95	1.3625	0
-0.994	5.0125	1.3625	0
-0.992	4.95	1.425	0
-0.99	4.8875	1.425	0
-0.988	5.0125	1.3625	0
-0.986	5.0125	1.3625	0
-0.984	5.0125	1.3625	0
-0.982	4.95	1.3625	0
-0.98	4.95	1.425	0
-0.978	5.0125	1.3625	0
-0.976	4.95	1.3625	0
-0.974	4.95	1.425	0
-0.972	5.0125	1.3	0
-0.97	5.0125	1.3	0
-0.968	5.0125	1.3	0
-0.966	5.0125	1.3625	0
-0.964	4.95	1.425	0
-0.962	5.0125	1.3625	0
-0.96	4.95	1.3625	0
-0.958	4.95	1.3625	0
-0.956	5.0125	1.3625	0
-0.954	5.0125	1.3625	0
-0.952	5.0125	1.3625	0
-0.95	5.0125	1.3625	0
-0.948	4.95	1.3625	0
-0.946	4.95	1.3625	0
-0.944	5.0125	1.3	0
-0.942	5.0125	1.3625	0
-0.94	5.0125	1.425	0
-0.938	5.0125	1.3	0
-0.936	5.0125	1.3625	0
-0.934	4.95	1.3625	0
-0.932	5.0125	1.3625	0
-0.93	4.95	1.3625	0
-0.928	5.0125	1.3	0
-0.926	4.95	1.3625	0
-0.924	5.0125	1.3625	0
-0.922	5.0125	1.3625	0
-0.92	5.0125	1.3	0
-0.918	5.0125	1.425	0
-0.916	5.0125	1.3625	0
-0.914	4.95	1.425	0
-0.912	4.95	1.3	0
-0.91	5.0125	1.3625	0
-0.908	4.95	1.3625	0
-0.906	5.0125	1.3625	0
-0.904	5.0125	1.3	0
-0.902	4.95	1.3625	0
-0.9	4.95	1.3625	0
-0.898	5.0125	1.3625	0
-0.896	4.95	1.425	0
-0.894	5.0125	1.3625	0
-0.892	5.0125	1.425	0
-0.89	5.0125	1.3625	0
-0.888	4.95	1.425	0
-0.886	4.95	1.425	0
-0.884	4.95	1.425	0
-0.882	5.0125	1.3625	0
-0.88	5.0125	1.425	0
-0.878	4.95	1.3625	0
-0.876	4.95	1.3	0
-0.874	4.95	1.425	0
-0.872	5.0125	1.3625	0
-0.87	4.95	1.3625	0
-0.868	5.0125	1.3625	0
-0.866	4.95	1.425	0
-0.864	5.0125	1.3625	0
