# AI0: U_in (V)	# AI1: U_out (V)	
0.117053	8.42045
0.13068	8.42142
0.147877	8.42142
0.159882	8.4198
0.177079	8.42045
0.189408	8.41915
0.206929	8.41882
0.225099	8.41915
0.23678	8.41817
0.248461	8.41915
0.231589	8.41947
0.220233	8.41882
0.187137	8.41915
0.154042	8.42045
0.128085	8.42045
0.0956382	8.42174
0.0677343	8.42077
0.0450218	8.42272
0.0148466	8.42207
-0.0325252	-7.52054
-0.0714609	-7.54455
-0.116237	-7.5598
-0.149981	-7.56953
-0.171396	-7.5731
-0.182428	-7.5757
-0.195082	-7.57797
-0.208709	-7.58024
-0.220066	-7.58251
-0.208385	-7.58024
-0.196704	-7.57829
-0.186321	-7.57667
-0.1688	-7.57375
-0.155173	-7.56985
-0.130513	-7.56499
-0.114939	-7.5598
-0.0951468	-7.55493
-0.0802214	-7.54844
-0.0652961	-7.54228
-0.0500463	-7.53449
-0.0380411	-7.5254
-0.0270093	-7.51632
-0.015653	-7.50139
-0.00948821	-7.48712
-0.00624357	-7.47511
-0.00364786	-7.45824
-0.0000787487	-7.39691
0.00284143	8.42304
0.0154955	8.42174
0.0268518	8.42272
0.0427505	8.42142
0.0644897	8.42207
0.0800639	8.42174
0.0943404	8.42174
0.106994	8.42142
0.117702	8.42012
0.105697	8.42142
0.0920691	8.42045
0.0816863	8.42077
0.066112	8.42109
0.0437239	8.42174
0.0226338	8.42109
-0.00559464	-7.47089
-0.0328496	-7.52054
-0.0442059	-7.53027
-0.0549132	-7.53676
-0.0649716	-7.54195
-0.0815193	-7.54876
-0.0941734	-7.55363
-0.109423	-7.55817
-0.122726	-7.56174
-0.109099	-7.5585
-0.0990404	-7.55525
-0.0857373	-7.55071
-0.0675673	-7.54357
-0.0539398	-7.53611
-0.03869	-7.52703
-0.0221423	-7.51113
-0.00202553	-7.43974
0.0141977	8.42207
0.0268518	8.42174
0.0414527	8.42174
0.0528089	8.42174
0.0648141	8.42109
0.0547557	8.42109
0.0414527	8.42174
0.0307454	8.42174
0.00933072	8.42207
-0.0334986	-7.52118
-0.05686	-7.53708
-0.0743811	-7.54584
-0.0847639	-7.54941
-0.0964447	-7.55396
-0.0860618	-7.55071
-0.0743811	-7.54617
-0.0620514	-7.54065
-0.0458282	-7.53157
-0.0279827	-7.51729
-0.00105214	-7.41184
0.0281496	8.42142
0.0531334	8.42239
0.0748725	8.42109
0.0881755	8.42207
0.103425	8.42045
0.122244	8.42142
0.132303	8.42012
0.14301	8.42109
0.159233	8.42077
0.17351	8.41947
0.188759	8.42045
0.199142	8.42045
0.210174	8.42012
0.198493	8.42012
0.188111	8.41882
0.176754	8.42045
0.16118	8.42045
0.147553	8.42077
0.136196	8.42077
0.123867	8.42142
0.105372	8.42142
0.0881755	8.42012
0.0709789	8.42207
0.056378	8.42174
0.0453463	8.42077
0.0333411	8.42142
0.0203625	8.42239
-0.00721696	-7.48257
-0.0276582	-7.51599
-0.0390145	-7.52638
-0.0523175	-7.53449
-0.0623759	-7.54033
-0.051993	-7.53481
-0.0419346	-7.5293
-0.0286316	-7.51859
-0.0198711	-7.50723
-0.0107861	-7.49166
0.00478822	8.42272
0.029123	8.42142
0.065463	8.42239
0.084282	8.42077
0.0982339	8.42174
0.112835	8.42012
0.128409	8.42109
0.150148	8.4198
0.17643	8.42045
0.203685	8.4185
0.228344	8.4198
0.250408	8.41817
0.266631	8.41882
0.284152	8.41785
0.298753	8.41882
0.311731	8.41655
0.325359	8.41655
0.337364	8.41785
0.349045	8.41655
0.338013	8.4172
0.324386	8.4185
0.307189	8.4185
0.295833	8.41753
0.270524	8.41915
0.240349	8.4185
0.207903	8.42012
0.163127	8.4198
0.130356	8.42109
0.0992073	8.42012
0.0716279	8.42207
0.0586493	8.42109
0.0450218	8.42174
0.0262029	8.42207
0.0125754	8.42207
-0.0211689	-7.50983
-0.0432325	-7.5293
-0.0588068	-7.53903
-0.0727588	-7.54487
-0.0941734	-7.55298
-0.110397	-7.5585
-0.124024	-7.56239
-0.138949	-7.56629
-0.149981	-7.56856
-0.16004	-7.57115
-0.149657	-7.56921
-0.139598	-7.56629
-0.127593	-7.56369
-0.113317	-7.5598
-0.103258	-7.55688
-0.0915777	-7.55331
-0.0811948	-7.54909
-0.0669184	-7.54325
-0.0542643	-7.53708
-0.0406368	-7.52865
-0.0286316	-7.51729
-0.0143552	-7.49945
-0.00494571	-7.47024
0.00349036	8.42239
0.0151711	8.42239
0.0252295	8.42207
0.0352879	8.42174
0.0236071	8.42207
0.010953	8.42239
-0.0101371	-7.48744
-0.0328496	-7.52086
-0.0484239	-7.53189
-0.0594557	-7.53838
-0.0695141	-7.54357
-0.0867107	-7.55071
-0.098067	-7.55428
-0.108774	-7.55785
-0.119806	-7.56142
-0.139274	-7.56629
-0.163933	-7.5718
-0.189241	-7.57634
-0.205465	-7.57926
-0.217794	-7.58186
-0.205465	-7.58024
-0.194108	-7.57797
-0.178534	-7.57505
-0.163284	-7.57213
-0.138625	-7.56661
-0.114939	-7.56045
-0.0782747	-7.54812
-0.0380411	-7.52573
0.00121911	-4.31319
0.0391814	8.42174
0.0810373	8.42174
0.119649	8.42109
0.146579	8.42077
0.175781	8.42012
0.198493	8.4198
0.216988	8.41947
0.23094	8.41947
0.244243	8.4185
0.257546	8.41947
0.276689	8.41882
0.292588	8.41817
0.308811	8.41785
0.328279	8.4172
0.338338	8.41785
0.32763	8.41785
0.316274	8.41785
0.306216	8.41817
0.289992	8.41882
0.247812	8.41915
0.195898	8.42012
0.14301	8.42045
0.0923936	8.42142
0.0554047	8.42142
-0.00624357	-7.47608
-0.0805459	-7.54876
-0.140572	-7.56661
-0.204167	-7.57991
-0.280091	-7.59095
-0.337197	-7.59743
-0.368346	-7.60003
-0.391383	-7.60327
-0.404361	-7.60392
-0.417664	-7.60555
-0.429345	-7.6062
-0.439403	-7.60684
-0.427074	-7.6062
-0.406633	-7.60457
-0.382298	-7.60263
-0.31708	-7.59549
-0.237587	-7.5851
-0.142519	-7.56791
-0.0581579	-7.53838
0.0359368	8.42207
0.117053	8.42142
0.202387	8.42012
0.309136	8.41817
0.430485	8.41623
0.518415	8.41558
0.595962	8.41461
0.672211	8.41461
0.707578	8.41363
0.731264	8.41428
0.746838	8.41363
0.759168	8.41428
0.769875	8.41396
0.787072	8.41428
0.813353	8.41396
0.844177	8.41428
0.872081	8.41396
0.894145	8.41428
0.917182	8.41396
0.929512	8.41396
0.940219	8.41428
0.929836	8.41396
0.911017	8.41461
0.894145	8.41396
0.842231	8.41461
0.792263	8.41428
0.733211	8.41461
0.686488	8.41428
0.642361	8.41525
0.601803	8.41493
0.541777	8.41558
0.473964	8.41623
0.403555	8.41785
0.351641	8.41785
0.317896	8.41882
0.297455	8.4185
0.281556	8.41882
0.265333	8.41882
0.248461	8.41947
0.222828	8.41915
0.177403	8.42045
0.122244	8.42109
0.0816863	8.42239
0.0541068	8.42207
0.0265273	8.42272
0.00381482	8.42239
-0.016302	-7.50204
-0.0263604	-7.51534
-0.0373921	-7.5254
-0.0506952	-7.53481
-0.0627004	-7.54163
-0.052642	-7.53546
-0.0325252	-7.52183
0.00641054	8.42272
0.0995318	8.42174
0.196871	8.42077
0.262737	8.41882
0.321141	8.41817
0.365917	8.41753
0.423672	8.41688
0.487591	8.4159
0.556053	8.41558
0.622893	8.41396
0.693626	8.41493
0.772795	8.41363
0.834119	8.41428
0.884735	8.41363
0.938597	8.41428
0.964554	8.41363
0.977208	8.41428
0.965852	8.41363
0.953846	8.41363
0.931783	8.41428
0.878895	8.41461
0.77604	8.41461
0.66118	8.41525
0.550537	8.41558
0.440219	8.41753
0.32179	8.41817
0.216663	8.42045
0.0875266	8.42207
-0.0270093	-7.51664
-0.134731	-7.56661
-0.210332	-7.58121
-0.285283	-7.59224
-0.346931	-7.59906
-0.395276	-7.60425
-0.430643	-7.60684
-0.458222	-7.60944
-0.470228	-7.60944
-0.482557	-7.61074
-0.46601	-7.60912
-0.43843	-7.60782
-0.367372	-7.60133
-0.268735	-7.59062
-0.169125	-7.57375
0.00057018	-7.16881
0.137494	8.42142
0.256897	8.41882
0.387007	8.41785
0.523282	8.41558
0.634249	8.41493
0.70044	8.41396
0.74846	8.41493
0.785449	8.41363
0.808162	8.41428
0.823087	8.41396
0.834768	8.41396
0.853911	8.41461
0.867539	8.41396
0.880517	8.41396
0.891874	8.41461
0.902905	8.41396
0.914262	8.41493
0.931134	8.41461
0.944761	8.41428
0.969421	8.41428
0.999271	8.41396
1.03042	8.41461
1.058	8.41396
1.09596	8.41461
1.14074	8.41428
1.17318	8.41461
1.21212	8.41396
1.24586	8.41461
1.27182	8.41428
1.29324	8.41461
1.31465	8.41396
1.33152	8.41493
1.34677	8.41428
1.35748	8.41461
1.34191	8.41396
1.32828	8.41428
1.31757	8.41493
1.29551	8.41363
1.18941	8.41461
1.00544	8.41396
0.795183	8.41493
0.61251	8.41493
0.454171	8.41753
0.307189	8.41882
0.195898	8.42109
0.0966116	8.42239
0.0567025	8.42337
0.0450218	8.42272
0.0560536	8.42272
0.0810373	8.42174
0.161829	8.42077
0.256573	8.41882
0.3458	8.41817
0.422049	8.41655
0.490187	8.4159
0.576494	8.41461
0.677078	8.41461
0.765008	8.41363
0.820492	8.41493
0.853911	8.41331
0.87922	8.41461
0.898363	8.41363
0.917182	8.41461
0.928214	8.41396
0.940219	8.41461
0.923996	8.41461
0.909719	8.41363
0.887007	8.41493
0.849369	8.41363
0.803944	8.41461
0.769875	8.41428
0.742945	8.41493
0.710174	8.41396
0.668642	8.41525
0.617377	8.41493
0.562542	8.41623
0.510628	8.4159
0.464879	8.41753
0.426592	8.41623
0.386683	8.41817
0.356508	8.41785
0.322114	8.41915
0.286423	8.41882
0.256248	8.42012
0.234184	8.4198
0.217312	8.42077
0.205307	8.41947
0.190057	8.4198
0.178052	8.42012
0.165723	8.42012
0.176754	8.4198
0.186813	8.4198
0.199791	8.41915
0.211796	8.42045
0.230615	8.41882
0.302646	8.41915
0.396092	8.41655
0.480128	8.41655
0.546644	8.41493
0.588824	8.41558
0.610888	8.41428
0.626137	8.41525
0.636196	8.41428
0.65177	8.41428
0.666371	8.41363
0.68519	8.41396
0.705307	8.41428
0.720557	8.41558
0.733211	8.41331
0.744567	8.41493
0.758843	8.41493
0.769226	8.41525
0.756572	8.41396
0.73386	8.41428
0.719259	8.41525
0.679998	8.41396
0.61835	8.41623
0.550862	8.41558
0.481102	8.41688
0.411342	8.41688
0.344827	8.41915
0.273769	8.41882
0.188759	8.42142
0.0742236	8.42174
-0.0111105	-7.49198
-0.0844395	-7.55168
-0.138301	-7.56693
-0.169774	-7.5744
-0.191188	-7.57732
-0.213252	-7.58218
-0.23564	-7.5851
-0.246672	-7.5877
-0.264842	-7.58997
-0.2749	-7.59127
-0.26257	-7.5903
-0.250565	-7.58802
-0.238884	-7.58608
-0.226879	-7.58446
-0.200598	-7.57959
-0.158742	-7.57213
-0.102609	-7.5572
-0.042908	-7.53027
0.0213359	8.42369
0.0748725	8.42174
0.132952	8.42174
0.193302	8.4198
0.247163	8.4198
0.313354	8.41785
0.351316	8.4185
0.383114	8.41688
0.404528	8.41785
0.426592	8.4159
0.455145	8.41688
0.480777	8.4159
0.506735	8.41623
0.524905	8.41493
0.543723	8.41655
0.558	8.41493
0.57033	8.41558
0.581686	8.41461
0.592718	8.4159
0.567734	8.4159
0.546968	8.41493
0.485969	8.4172
0.387656	8.41655
0.273769	8.4198
0.128085	8.42077
-0.0237646	-7.51405
-0.177885	-7.57634
-0.274576	-7.59095
-0.369968	-7.60198
-0.431616	-7.60684
-0.477366	-7.61106
-0.512083	-7.61268
-0.531227	-7.61431
-0.541934	-7.61463
-0.528956	-7.61398
-0.51403	-7.61268
-0.494562	-7.61204
-0.477366	-7.61074
-0.451733	-7.60847
-0.393978	-7.60425
-0.31416	-7.59581
-0.216821	-7.58283
-0.0743811	-7.54682
0.0618939	8.42174
0.150148	8.42142
0.217961	8.41947
0.273769	8.41947
0.30946	8.41817
0.328928	8.41817
0.339635	8.41753
0.351641	8.41817
0.371757	8.41753
0.404528	8.41753
0.444762	8.41623
0.482724	8.41623
0.519713	8.41525
0.552484	8.4159
0.569356	8.41493
0.579739	8.41558
0.592718	8.41525
0.604074	8.41493
0.589797	8.41493
0.575521	8.41525
0.565463	8.4159
0.551511	8.41558
0.529447	8.41623
0.498947	8.41623
0.473639	8.41655
0.455145	8.41688
0.438921	8.41688
0.42497	8.41753
0.414911	8.4172
0.388954	8.41785
0.362023	8.41817
0.33704	8.41817
0.319519	8.4185
0.299402	8.41882
0.286748	8.41915
0.276365	8.41947
0.258519	8.41915
0.241647	8.41947
0.216988	8.42012
0.163127	8.42109
0.128734	8.42109
0.104723	8.42207
0.0897979	8.42207
0.0787661	8.42239
0.0622184	8.42174
0.05216	8.42207
0.0356123	8.42239
0.0184157	8.42272
0.00608607	8.42304
-0.00105214	-7.4378
-0.00819036	-7.48355
-0.0143552	-7.49847
-0.0068925	-7.47933
-0.00332339	-7.46246
0.000245716	-7.04195
0.00576161	8.42239
0.0294475	8.42207
0.0411282	8.42304
0.0849309	8.42174
0.129707	8.42142
0.177403	8.42012
0.218935	8.4198
0.260466	8.4185
0.301673	8.41882
0.338013	8.41753
0.384736	8.41785
0.444437	8.41558
0.497974	8.41623
0.554106	8.41493
0.585579	8.41558
0.602127	8.41428
0.614781	8.41558
0.625164	8.41461
0.637169	8.41396
0.621919	8.41461
0.608292	8.41558
0.595638	8.41623
0.565787	8.41655
0.528798	8.41525
0.491809	8.41688
0.44898	8.41623
0.403555	8.41785
0.352614	8.41753
0.292588	8.41947
0.226397	8.41947
0.146255	8.42207
0.0823352	8.42174
0.0463197	8.42337
0.0141977	8.42239
-0.0208445	-7.50918
-0.0390145	-7.52832
-0.0503707	-7.53449
-0.0643227	-7.54228
-0.0824927	-7.55039
-0.0996893	-7.5559
-0.110397	-7.5598
-0.128242	-7.56466
-0.152577	-7.57018
-0.170098	-7.5744
-0.182752	-7.57667
-0.195731	-7.57862
-0.185672	-7.57699
-0.170098	-7.57407
-0.153226	-7.57083
-0.124998	-7.56401
-0.0779502	-7.54844
-0.0273338	-7.51729
0.0287986	8.42369
0.079415	8.42142
0.134249	8.42207
0.201089	8.41947
0.251706	8.42012
0.295184	8.41785
0.325683	8.41915
0.352938	8.4172
0.375326	8.41753
0.395443	8.41623
0.408746	8.41753
0.425294	8.41623
0.440868	8.4172
0.45774	8.41558
0.473315	8.41688
0.48824	8.41558
0.507708	8.41623
0.523931	8.41493
0.54567	8.41623
0.560596	8.41688
0.570654	8.41623
0.54859	8.41655
0.534314	8.41493
0.498298	8.41688
0.436326	8.41655
0.366566	8.41882
0.290966	8.4185
0.223802	8.42045
0.151122	8.42012
0.0936914	8.42272
0.0453463	8.42207
-0.0120839	-7.49458
-0.0636738	-7.5426
-0.122726	-7.56272
-0.171396	-7.57472
-0.208709	-7.58121
-0.234666	-7.58608
-0.247969	-7.58705
-0.258677	-7.589
-0.268735	-7.58965
-0.282687	-7.59192
-0.271655	-7.59062
-0.260624	-7.58932
-0.236938	-7.58543
-0.150306	-7.56985
-0.0438814	-7.53124
0.0803884	8.42142
0.198818	8.42109
0.314976	8.41817
0.447682	8.4172
0.590122	8.41461
0.716338	8.41493
0.82763	8.41363
0.923022	8.41461
0.996676	8.41363
1.04372	8.41493
1.09596	8.41363
1.15988	8.41493
1.23418	8.41363
1.30524	8.41461
1.35586	8.41331
1.39285	8.41525
1.42724	8.41363
1.44638	8.41493
1.46001	8.41396
1.47331	8.41461
1.49278	8.41363
1.51355	8.41461
1.52458	8.41396
1.53561	8.41396
1.52263	8.41461
1.51095	8.41396
1.4957	8.41493
1.48305	8.41396
1.46715	8.41493
1.4201	8.41428
1.35099	8.41493
1.25819	8.41396
1.14139	8.41493
1.02685	8.41363
0.902905	8.41525
0.782205	8.41396
0.683568	8.41558
0.608292	8.41493
0.535612	8.41623
0.472666	8.41655
0.387656	8.4185
0.31887	8.41817
0.257221	8.4198
0.204983	8.42012
0.1641	8.42174
0.119649	8.42174
0.0872022	8.42304
0.0690322	8.42174
0.056378	8.42272
0.0437239	8.42337
0.0304209	8.42207
0.0103041	8.42272
-0.00332339	-7.46018
-0.00819036	-7.48517
-0.0143552	-7.50009
-0.0211689	-7.51015
-0.00397232	-7.46797
0.010953	8.42369
0.0262029	8.42239
0.0589738	8.42304
0.14885	8.42012
0.260142	8.4198
0.353587	8.41753
0.445086	8.41688
0.558324	8.41493
0.668318	8.41493
0.792263	8.41363
0.902581	8.41461
1.0129	8.41363
1.1177	8.41428
1.21699	8.41363
1.30881	8.41461
1.36884	8.41331
1.4373	8.41428
1.48824	8.41396
1.52653	8.41493
1.54989	8.41428
1.56351	8.41461
1.55054	8.41396
1.53334	8.41428
1.51971	8.41461
1.48499	8.41396
1.43762	8.41493
1.38311	8.41428
1.32406	8.41461
1.2715	8.41428
1.20531	8.41493
1.14528	8.41428
1.08201	8.41493
1.03366	8.41461
0.986617	8.41493
0.940543	8.41461
0.899336	8.41493
0.862023	8.41461
0.831848	8.41525
0.812704	8.41428
0.794859	8.41461
0.776689	8.41428
0.761439	8.41493
0.746838	8.41493
0.730615	8.41493
0.712445	8.41461
0.70044	8.41558
0.686488	8.41493
0.676105	8.41525
0.664424	8.41558
0.640414	8.4159
0.62776	8.41525
0.610563	8.41558
0.599856	8.41558
0.610563	8.41525
0.63068	8.41525
0.647552	8.41558
0.693302	8.41493
0.795183	8.41461
0.896741	8.41428
1.00089	8.41461
1.07909	8.41461
1.15729	8.41493
1.21244	8.41428
1.26403	8.41493
1.30589	8.41461
1.33509	8.41461
1.35196	8.41461
1.36559	8.41493
1.35294	8.41428
1.33347	8.41493
1.29908	8.41428
1.21342	8.41461
1.09953	8.41461
1.00479	8.41525
0.918155	8.41461
0.848071	8.41525
0.765657	8.41493
0.673185	8.41525
0.579739	8.41558
0.49408	8.4172
0.438597	8.41688
0.40323	8.41785
0.37922	8.41817
0.367864	8.4185
0.388954	8.41785
0.401933	8.4172
0.425618	8.41785
0.478506	8.41655
0.559298	8.41623
0.663775	8.41525
0.758519	8.41493
0.855209	8.41428
0.957415	8.41493
1.06352	8.41428
1.18357	8.41461
1.29843	8.41396
1.38636	8.41493
1.46455	8.41428
1.52069	8.41525
1.55378	8.41461
1.57941	8.41525
1.60537	8.41428
1.62419	8.41493
1.63425	8.41428
1.64431	8.41461
1.62127	8.41493
1.60115	8.41461
1.58201	8.41493
1.54372	8.41461
1.47299	8.41493
1.37111	8.41428
1.26144	8.41525
1.11965	8.41493
0.977857	8.41493
0.82763	8.41461
0.668967	8.41558
0.509655	8.41688
0.367215	8.4185
0.259493	8.41915
0.164425	8.42174
0.0800639	8.42272
0.0365857	8.42337
-0.00137661	-4.2006
-0.0270093	-7.51729
-0.0377166	-7.52735
-0.0192221	-7.50821
0.0106286	8.42337
0.0732502	8.42207
0.174808	8.42077
0.26728	8.41947
0.352938	8.41817
0.447033	8.41655
0.549239	8.41623
0.666371	8.41461
0.786423	8.41493
0.927889	8.41428
1.06838	8.41493
1.19882	8.41461
1.28058	8.41461
1.31692	8.41428
1.33671	8.41461
1.35034	8.41396
1.3604	8.41428
1.37176	8.41493
1.38636	8.41461
1.39966	8.41461
1.40972	8.41493
1.42497	8.41428
1.41134	8.41428
1.38928	8.41493
1.34191	8.41493
1.25365	8.41461
1.13944	8.41461
1.02815	8.41493
0.898363	8.41461
0.765657	8.41493
0.655339	8.41525
0.559622	8.41623
0.475261	8.41688
0.416533	8.41785
0.369162	8.41817
0.324386	8.41915
0.298104	8.41882
0.279609	8.4198
0.292588	8.41947
0.304918	8.41882
0.322114	8.41915
0.353587	8.41785
0.418156	8.41753
0.469421	8.41655
0.52458	8.41655
0.589473	8.41525
0.663126	8.41493
0.736455	8.41428
0.81238	8.41493
0.882789	8.41461
0.941192	8.41493
0.965852	8.41428
0.976883	8.41461
0.988564	8.41461
0.998947	8.41461
1.00965	8.41525
0.997974	8.41525
0.987266	8.41461
0.976559	8.41493
0.962607	8.41396
0.949304	8.41493
0.939245	8.41493
0.926267	8.41525
0.905826	8.41461
0.886358	8.41461
0.864943	8.41525
0.840933	8.41428
0.816273	8.41525
0.795183	8.41461
0.771173	8.41493
0.746189	8.41461
0.731913	8.41558
0.718934	8.41461
0.705956	8.41525
0.685839	8.41493
0.660206	8.4159
0.62127	8.41558
0.570654	8.41655
0.517117	8.41623
0.473964	8.4172
0.429188	8.41753
0.381491	8.4185
0.348071	8.41882
0.322763	8.41882
0.307838	8.4185
0.292588	8.4198
0.28253	8.4198
0.293237	8.41882
0.307838	8.41882
0.320168	8.41882
0.340284	8.41817
0.376949	8.4185
0.433406	8.41688
0.484671	8.41688
0.55508	8.41558
0.617052	8.41525
0.679674	8.41461
0.755274	8.41525
0.852289	8.41493
0.947682	8.41525
1.01906	8.41428
1.058	8.41493
1.08525	8.41428
1.10829	8.41493
1.12743	8.41396
1.14009	8.41493
1.15372	8.41461
1.16669	8.41428
1.18227	8.41461
1.19492	8.41428
1.2066	8.41558
1.18487	8.41493
1.1628	8.41428
1.13749	8.41493
1.07844	8.41461
1.02263	8.41525
0.943788	8.41461
0.85748	8.41525
0.77312	8.41461
0.677727	8.41558
0.578117	8.4159
0.476884	8.41753
0.374353	8.41785
0.287072	8.4198
0.200765	8.42077
0.118026	8.42304
0.0618939	8.42272
0.0190646	8.42401
-0.0257114	-7.51632
-0.0448548	-7.53254
-0.0594557	-7.5413
-0.0740566	-7.54779
-0.0876841	-7.55331
-0.0977425	-7.55623
-0.109748	-7.56045
-0.120779	-7.56272
-0.134407	-7.56693
-0.148359	-7.57083
-0.161986	-7.57342
-0.172045	-7.57505
-0.156471	-7.5718
-0.141221	-7.56888
-0.112668	-7.56077
-0.0172754	-7.50464
0.100181	8.42272
0.221206	8.4198
0.345476	8.41915
0.455469	8.41558
0.558649	8.41623
0.653068	8.41493
0.733211	8.41525
0.80654	8.41493
0.868188	8.41493
0.92432	8.41428
0.989213	8.41493
1.04437	8.41428
1.11154	8.41493
1.16734	8.41363
1.21699	8.41493
1.25333	8.41396
1.27442	8.41493
1.28448	8.41428
1.27312	8.41493
1.25333	8.41525
1.18454	8.41428
1.07747	8.41493
0.97299	8.41428
0.859752	8.41525
0.73678	8.41428
0.613159	8.41623
0.493107	8.41623
0.367539	8.41915
0.25203	8.42045
0.109266	8.42272
-0.00786589	-7.48712
-0.0996893	-7.5572
-0.16588	-7.57472
-0.192162	-7.57894
-0.209683	-7.58283
-0.224933	-7.5851
-0.236289	-7.58673
-0.246672	-7.58835
-0.258677	-7.58932
-0.236613	-7.5864
-0.210656	-7.58283
-0.0760034	-7.54747
0.0897979	8.42239
0.248785	8.42012
0.416209	8.4172
0.607967	8.4159
0.769226	8.41428
0.901932	8.41493
1.0249	8.41428
1.11478	8.41525
1.16637	8.41428
1.19525	8.41493
1.21082	8.41428
1.22088	8.41525
1.21082	8.41461
1.18162	8.41525
1.08493	8.41396
0.93016	8.41558
0.760466	8.41461
0.612185	8.41655
0.464879	8.41688
0.320168	8.41947
0.191355	8.42077
0.0599472	8.42369
-0.0623759	-7.54325
-0.156471	-7.57213
-0.228826	-7.58543
-0.283661	-7.59257
-0.317729	-7.59711
-0.364777	-7.60165
-0.393005	-7.60522
-0.403712	-7.60555
-0.416366	-7.6062
-0.427723	-7.60814
-0.412797	-7.60652
-0.38976	-7.6036
-0.291448	-7.59419
-0.163609	-7.5731
-0.0124084	-7.49847
0.102128	8.42272
0.204983	8.42012
0.301998	8.42012
0.384087	8.4172
0.495054	8.4172
0.602127	8.41493
0.67578	8.4159
0.725099	8.41428
0.762412	8.41558
0.786747	8.41428
0.797779	8.41525
0.81238	8.41525
0.82471	8.41558
0.811731	8.41558
0.787072	8.41461
0.719583	8.4159
0.641063	8.41525
0.559298	8.41688
0.474613	8.41655
0.377273	8.4185
0.293561	8.41915
0.199142	8.42142
0.10667	8.42174
0.0495643	8.42369
0.00316589	8.42337
-0.0406368	-7.52897
-0.0646472	-7.5439
-0.0863863	-7.55201
-0.104232	-7.5585
-0.121104	-7.56304
-0.13538	-7.56758
-0.153226	-7.57148
-0.173018	-7.57602
-0.18989	-7.57829
-0.204491	-7.58186
-0.217145	-7.58413
-0.188268	-7.57862
-0.125971	-7.56466
0.0369102	8.42239
0.179999	8.42142
0.320168	8.41817
0.463581	8.4172
0.660206	8.41428
0.884411	8.41525
1.1362	8.41363
1.33282	8.41558
1.44184	8.41396
1.50576	8.41525
1.53204	8.41396
1.54859	8.41525
1.55865	8.41396
1.5434	8.41428
1.5262	8.41558
1.49148	8.41428
1.375	8.41558
1.23938	8.41428
1.0713	8.41558
0.935027	8.41363
0.785125	8.41525
0.630355	8.41493
0.48824	8.4172
0.31238	8.4185
0.155664	8.42239
0.00413929	8.42369
-0.124024	-7.56369
-0.198651	-7.58089
-0.246996	-7.58802
-0.27198	-7.59192
-0.288852	-7.59387
-0.303128	-7.59614
-0.320001	-7.59711
-0.335575	-7.59841
-0.346931	-7.60003
-0.357638	-7.601
-0.368995	-7.6023
-0.380675	-7.60327
-0.390734	-7.60425
-0.380351	-7.6036
-0.36575	-7.6023
-0.324543	-7.59808
-0.247321	-7.58738
-0.136354	-7.56758
-0.0312273	-7.52118
0.0602716	8.42207
0.130356	8.42239
0.189733	8.42045
0.23386	8.4198
0.261764	8.41915
0.289668	8.4198
0.316923	8.41817
0.332497	8.41915
0.343853	8.41817
0.359103	8.41785
0.369162	8.41753
0.358454	8.41817
0.346774	8.41882
0.332173	8.4185
0.310109	8.41947
0.289992	8.41882
0.269876	8.4198
0.253003	8.41915
0.239051	8.42045
0.223802	8.41947
0.211148	8.42045
0.192978	8.42045
0.171887	8.42142
0.148526	8.42142
0.126462	8.42174
0.101479	8.42207
0.0849309	8.42207
0.0683832	8.42304
0.0544313	8.42207
0.0414527	8.42337
0.0255539	8.42207
0.0112775	8.42401
-0.00429678	-7.46311
-0.0182488	-7.50593
-0.0286316	-7.51891
-0.047775	-7.53384
-0.0588068	-7.54
-0.0704875	-7.54617
-0.0821682	-7.55071
-0.0954713	-7.55525
-0.0824927	-7.55071
-0.0698386	-7.5452
-0.0594557	-7.54065
-0.0480995	-7.53384
-0.0328496	-7.52248
-0.0211689	-7.51113
-0.00721696	-7.48095
0.00738393	8.42239
0.0223093	8.42337
0.0346389	8.42174
0.0524845	8.42207
0.065463	8.42207
0.0755214	8.42239
0.0641652	8.42239
0.0531334	8.42207
0.0427505	8.42142
0.0320432	8.42207
0.0216604	8.42207
0.011602	8.42174
0.00121911	8.42207
-0.0000787487	8.2527
-0.0000787487	-7.40048
-0.000727677	-7.41054
-0.00105214	-7.42676
-0.00137661	-7.43747
-0.00202553	-7.44915
-0.00299893	-7.46018
-0.00527018	-7.47219
-0.00819036	-7.48387
-0.0124084	-7.49555
-0.00786589	-7.48549
-0.00591911	-7.47543
-0.00332339	-7.46148
-0.00202553	-7.44753
-0.00137661	-7.43747
-0.000403213	-7.41671
-0.000727677	-7.40567
-0.0000787487	-7.41865
0.00057018	-4.46212
0.00121911	8.42272
0.0112775	8.42174
0.0213359	8.42239
0.0313943	8.42174
0.0213359	8.42207
0.0112775	8.42207
0.000894644	8.42207
0.000245716	8.33154
-0.000403213	8.31402
-0.000403213	8.1599
0.000245716	-2.76257
-0.0000787487	-7.40243
0.000245716	-7.36447
-0.000403213	-7.41476
-0.00105214	-7.43163
-0.00137661	-7.44623
-0.00267446	-7.45662
-0.00235	-7.44493
-0.00105214	-7.43488
-0.000727677	-7.37355
0.000245716	2.66734
0.00057018	8.42239
0.00057018	7.99961
0.00057018	8.25951
-0.0000787487	-7.3901
-0.0000787487	-6.25057
-0.0000787487	-7.38686
0.00057018	-3.3187
