# AI0: U_in (V)	# AI1: U_out (V)	
0.471368	8.4159
0.455469	8.41493
0.432757	8.41655
0.380193	8.41623
0.322439	8.41785
0.258519	8.41785
0.195898	8.4198
0.145606	8.4198
0.116404	8.42109
0.0959627	8.42012
0.084282	8.42045
0.0683832	8.42142
0.0492398	8.42045
0.0271763	8.42207
0.00803286	8.42109
-0.00786589	-7.48128
-0.0250625	-7.51307
-0.0390145	-7.52508
-0.0503707	-7.53287
-0.0623759	-7.53968
-0.0753545	-7.54584
-0.0919022	-7.55168
-0.124349	-7.56109
-0.14479	-7.56693
-0.165556	-7.5718
-0.178534	-7.5744
-0.192486	-7.57602
-0.210981	-7.57991
-0.231422	-7.58283
-0.2444	-7.58543
-0.261273	-7.58673
-0.278794	-7.58932
-0.290474	-7.59095
-0.279443	-7.5903
-0.265491	-7.58867
-0.25381	-7.58608
-0.234666	-7.58381
-0.212278	-7.57991
-0.183077	-7.57505
-0.151604	-7.56791
-0.109099	-7.55785
-0.0753545	-7.54584
-0.0364188	-7.52378
0.010953	8.42239
0.0476175	8.42109
0.0761704	8.42142
0.0959627	8.42077
0.109266	8.42077
0.119649	8.4198
0.131329	8.42012
0.14885	8.42012
0.160856	8.42045
0.17643	8.41947
0.187786	8.41915
0.207578	8.41915
0.226073	8.4185
0.248136	8.41817
0.269876	8.41785
0.29421	8.41753
0.313029	8.4172
0.32471	8.41655
0.300375	8.41753
0.278961	8.41785
0.261115	8.41753
0.240025	8.4185
0.209201	8.41947
0.167994	8.4198
0.139441	8.42045
0.10959	8.42045
0.0764948	8.42045
0.038208	8.42109
0.0021925	8.42174
-0.029605	-7.51697
-0.0487484	-7.53189
-0.0623759	-7.53935
-0.0828172	-7.54812
-0.119482	-7.56045
-0.155173	-7.56921
-0.185023	-7.57537
-0.210332	-7.57926
-0.226879	-7.58218
-0.236938	-7.58348
-0.226879	-7.58186
-0.214874	-7.58024
-0.204816	-7.57829
-0.176263	-7.57342
-0.146737	-7.56758
-0.0967691	-7.55363
-0.0675673	-7.5426
-0.0416102	-7.52767
-0.0169509	-7.50107
-0.000727677	-7.43358
0.0164689	8.42142
0.0375591	8.42174
0.0602716	8.42077
0.0907713	8.42142
0.125489	8.42012
0.162478	8.42045
0.219908	8.4185
0.271822	8.4185
0.314652	8.4172
0.344502	8.41753
0.36689	8.41623
0.381816	8.41655
0.39739	8.41688
0.411018	8.41623
0.426916	8.41623
0.459038	8.41525
0.484671	8.41558
0.498623	8.41428
0.513873	8.41396
0.523931	8.41363
0.53399	8.41396
0.544697	8.41461
0.529447	8.41558
0.514197	8.41558
0.49765	8.41461
0.442815	8.41623
0.386683	8.41623
0.343529	8.41785
0.297455	8.4172
0.259817	8.41915
0.240998	8.41817
0.222504	8.4198
0.205307	8.41882
0.190382	8.42077
0.169292	8.41882
0.157611	8.41947
0.142037	8.41915
0.121595	8.42012
0.103425	8.4198
0.0849309	8.42012
0.0706545	8.42174
0.0586493	8.42045
0.0404793	8.42207
0.0229582	8.42109
0.00381482	8.42207
-0.0250625	-7.51437
-0.0487484	-7.53254
-0.0691897	-7.54292
-0.088982	-7.55039
-0.107801	-7.55688
-0.137327	-7.56434
-0.155822	-7.56921
-0.171071	-7.5718
-0.183726	-7.57505
-0.20514	-7.57764
-0.218119	-7.58121
-0.233044	-7.58316
-0.246023	-7.5851
-0.257379	-7.58673
-0.272953	-7.58867
-0.304751	-7.59289
-0.33233	-7.59581
-0.358936	-7.59906
-0.384569	-7.60165
-0.395925	-7.60133
-0.410526	-7.6036
-0.400143	-7.60295
-0.377755	-7.601
-0.344335	-7.59776
-0.32065	-7.59419
-0.296964	-7.59224
-0.255108	-7.5864
-0.222661	-7.58121
-0.193459	-7.57699
-0.152253	-7.56888
-0.109748	-7.5585
-0.0873597	-7.55071
-0.0691897	-7.54325
-0.0500463	-7.53351
-0.0312273	-7.51956
-0.00202553	-7.44721
0.0326921	8.42239
0.0615695	8.42077
0.0875266	8.42174
0.115106	8.42012
0.138468	8.42077
0.159233	8.41915
0.187462	8.42012
0.214717	8.4185
0.232887	8.41915
0.258844	8.41753
0.2702	8.41882
0.286099	8.4185
0.302646	8.41785
0.316923	8.41655
0.335093	8.41753
0.358779	8.4159
0.372731	8.4172
0.386034	8.41558
0.396741	8.41558
0.386683	8.4159
0.375326	8.41558
0.365268	8.4172
0.353587	8.41623
0.337364	8.41753
0.316923	8.41655
0.306865	8.41785
0.289668	8.41688
0.271498	8.4185
0.252679	8.41817
0.234509	8.41915
0.220557	8.4185
0.209525	8.41947
0.193951	8.4185
0.182595	8.41947
0.167669	8.41947
0.153717	8.42045
0.14009	8.41947
0.12776	8.42077
0.0953138	8.42045
0.0618939	8.42142
0.0271763	8.42077
0.00381482	8.42207
-0.0185732	-7.50301
-0.0367432	-7.52378
-0.0545888	-7.53546
-0.0662695	-7.54163
-0.088982	-7.55104
-0.109748	-7.55752
-0.133434	-7.56401
-0.155173	-7.56888
-0.166853	-7.5718
-0.182428	-7.57472
-0.197678	-7.57732
-0.211629	-7.57991
-0.236289	-7.58381
-0.261273	-7.58738
-0.281714	-7.59062
-0.304751	-7.59224
-0.315134	-7.59419
-0.32649	-7.59484
-0.338171	-7.59614
-0.358936	-7.59841
-0.375808	-7.60035
-0.399494	-7.60198
-0.419287	-7.60425
-0.431616	-7.60522
-0.419611	-7.60425
-0.404037	-7.6023
-0.388138	-7.60068
-0.352447	-7.59873
-0.320001	-7.59419
-0.286581	-7.59062
-0.227528	-7.58251
-0.167827	-7.5718
-0.103907	-7.55525
-0.0506952	-7.53384
-0.00267446	-7.45045
0.0414527	8.42109
0.0784416	8.42142
0.105697	8.42045
0.127111	8.42077
0.141063	8.4198
0.162478	8.42012
0.185839	8.41915
0.206929	8.41947
0.217961	8.41817
0.234509	8.41817
0.24911	8.41785
0.269551	8.41785
0.280583	8.41785
0.292264	8.41753
0.307189	8.4172
0.317572	8.41655
0.332173	8.41688
0.345476	8.41688
0.356183	8.41623
0.371433	8.41623
0.384411	8.41655
0.40031	8.4159
0.413938	8.41623
0.428539	8.41525
0.451576	8.41558
0.47299	8.41525
0.507383	8.41558
0.545995	8.41428
0.580712	8.41461
0.606345	8.41396
0.626786	8.41428
0.643983	8.41363
0.661828	8.41396
0.674807	8.41331
0.685839	8.41363
0.697844	8.41363
0.685839	8.41396
0.669616	8.41396
0.655015	8.41396
0.626786	8.41461
0.585579	8.41396
0.551186	8.41525
0.527825	8.41525
0.508357	8.4159
0.495703	8.41525
0.481751	8.41558
0.462283	8.4159
0.444762	8.41623
0.422374	8.41655
0.397715	8.41688
0.374029	8.41655
0.353587	8.41753
0.322763	8.41785
0.286423	8.4185
0.250732	8.4185
0.213419	8.41915
0.168967	8.42012
0.142686	8.42109
0.127436	8.42109
0.114133	8.42109
0.0936914	8.42077
0.0755214	8.42142
0.0547557	8.42109
0.0239316	8.42207
-0.00235	-7.45305
-0.0328496	-7.52086
-0.0542643	-7.53611
-0.07503	-7.54552
-0.0896309	-7.55071
-0.102934	-7.55558
-0.115588	-7.55947
-0.134407	-7.56434
-0.152253	-7.56888
-0.171396	-7.57277
-0.187619	-7.5757
-0.204491	-7.57862
-0.220066	-7.58154
-0.234991	-7.58348
-0.252188	-7.5864
-0.271006	-7.58867
-0.291448	-7.59127
-0.316107	-7.59387
-0.334601	-7.59646
-0.348878	-7.59743
-0.363154	-7.59938
-0.373537	-7.60068
-0.397548	-7.60263
-0.427723	-7.6049
-0.44427	-7.60652
-0.459845	-7.60782
-0.471201	-7.60847
-0.492616	-7.60912
-0.506892	-7.61074
-0.524738	-7.61139
-0.535445	-7.61268
-0.55037	-7.61333
-0.535769	-7.61236
-0.521168	-7.61171
-0.50819	-7.61106
-0.491642	-7.61009
-0.475095	-7.60912
-0.455627	-7.60717
-0.436483	-7.60587
-0.409228	-7.60392
-0.378404	-7.60133
-0.343038	-7.59743
-0.315783	-7.59419
-0.294368	-7.59127
-0.26614	-7.58835
-0.239209	-7.58446
-0.218443	-7.58186
-0.198975	-7.57764
-0.179832	-7.5744
-0.164907	-7.57148
-0.142194	-7.56629
-0.123375	-7.56142
-0.0938489	-7.55266
-0.047775	-7.53189
0.00997965	8.42272
0.0622184	8.42142
0.100181	8.42109
0.122569	8.42045
0.141063	8.42045
0.157286	8.42012
0.173185	8.4198
0.185515	8.41947
0.202063	8.41882
0.224451	8.4185
0.241323	8.41882
0.260142	8.41817
0.281232	8.41817
0.304918	8.4172
0.323088	8.4172
0.351316	8.41655
0.375002	8.41655
0.396741	8.4159
0.416209	8.41623
0.438921	8.41558
0.45774	8.4159
0.469746	8.41558
0.480777	8.4159
0.491485	8.41493
0.505761	8.41525
0.494729	8.41558
0.484671	8.4159
0.47299	8.4159
0.46131	8.41623
0.445735	8.41558
0.425943	8.41655
0.401933	8.41655
0.3763	8.4172
0.35229	8.41688
0.328928	8.41785
0.302646	8.41785
0.281556	8.4185
0.261115	8.41817
0.241647	8.41882
0.218935	8.41915
0.195898	8.41947
0.173185	8.4198
0.156313	8.42012
0.145281	8.42045
0.134898	8.42109
0.120946	8.42045
0.0888245	8.42142
0.056378	8.42109
0.0236071	8.42174
-0.00591911	-7.47349
-0.0406368	-7.52735
-0.0691897	-7.54325
-0.0932	-7.55233
-0.113966	-7.55915
-0.127918	-7.56239
-0.14479	-7.56693
-0.155822	-7.56921
-0.168476	-7.5718
-0.185348	-7.5757
-0.202544	-7.57862
-0.224933	-7.58218
-0.254134	-7.58608
-0.27198	-7.589
-0.290799	-7.59159
-0.30248	-7.59257
-0.313511	-7.59354
-0.332006	-7.59614
-0.344011	-7.59711
-0.361208	-7.59906
-0.377106	-7.60035
-0.401441	-7.60295
-0.419936	-7.60425
-0.433239	-7.60555
-0.457249	-7.60749
-0.46893	-7.60814
-0.485477	-7.60912
-0.470228	-7.60847
-0.451409	-7.60684
-0.433563	-7.60587
-0.400468	-7.6023
-0.348229	-7.59808
-0.312862	-7.59354
-0.267437	-7.58867
-0.226879	-7.58251
-0.18405	-7.5757
-0.148359	-7.56791
-0.0935245	-7.55266
-0.0351209	-7.52281
0.0333411	8.42109
0.0910957	8.42142
0.140414	8.42012
0.190057	8.42012
0.233211	8.4185
0.271822	8.41882
0.308487	8.4172
0.345476	8.41753
0.373055	8.41558
0.401284	8.4172
0.435352	8.41558
0.46715	8.41558
0.48532	8.41493
0.505761	8.41558
0.520362	8.41493
0.531394	8.41558
0.545995	8.41428
0.556378	8.41493
0.568058	8.41493
0.579415	8.41428
0.567085	8.41525
0.555404	8.41525
0.544048	8.41461
0.526202	8.41525
0.482075	8.41525
0.419129	8.41655
0.368837	8.41688
0.31595	8.41817
0.241972	8.4185
0.161829	8.42077
0.102128	8.42077
0.0544313	8.42239
-0.00494571	-7.47057
-0.0691897	-7.54292
-0.107476	-7.55785
-0.128891	-7.56304
-0.149981	-7.56888
-0.1688	-7.57213
-0.183726	-7.57537
-0.203518	-7.57862
-0.226879	-7.58251
-0.247969	-7.58575
-0.265166	-7.58867
-0.288528	-7.59095
-0.317729	-7.59451
-0.340117	-7.59679
-0.367697	-7.60003
-0.395276	-7.60165
-0.424478	-7.6049
-0.439728	-7.60587
-0.452382	-7.60749
-0.469903	-7.60879
-0.490993	-7.61009
-0.510461	-7.61041
-0.527009	-7.61268
-0.541934	-7.61268
-0.555886	-7.61398
-0.539338	-7.61268
-0.527982	-7.61236
-0.51403	-7.61074
-0.494562	-7.61074
-0.464387	-7.60749
-0.437457	-7.60652
-0.419936	-7.60425
-0.395601	-7.60263
-0.372564	-7.60003
-0.34174	-7.59743
-0.301506	-7.59192
-0.237587	-7.58446
-0.173343	-7.57245
-0.104232	-7.55688
-0.0607536	-7.53968
-0.0198711	-7.50691
0.00997965	8.42272
0.0411282	8.42109
0.0670854	8.42207
0.0962872	8.42045
0.120622	8.42109
0.142037	8.4198
0.157935	8.42045
0.169292	8.41915
0.18519	8.4198
0.203036	8.41915
0.21861	8.4198
0.23678	8.41817
0.259817	8.41817
0.286423	8.4172
0.314976	8.41785
0.333146	8.41655
0.352938	8.41753
0.36689	8.41655
0.379869	8.41623
0.364944	8.41655
0.353912	8.41623
0.343853	8.41785
0.328928	8.4172
0.312705	8.41785
0.270524	8.41753
0.203685	8.4198
0.121271	8.4198
0.0580004	8.42207
-0.00591911	-7.47576
-0.0646472	-7.54
-0.103258	-7.55525
-0.1237	-7.56109
-0.149981	-7.56856
-0.166204	-7.57148
-0.187295	-7.5757
-0.219741	-7.58089
-0.257703	-7.58705
-0.283985	-7.5903
-0.322596	-7.59516
-0.345633	-7.59679
-0.379378	-7.601
-0.420909	-7.60392
-0.453031	-7.60717
-0.481259	-7.60912
-0.515004	-7.61139
-0.543557	-7.61236
-0.565296	-7.61496
-0.589306	-7.61528
-0.607152	-7.61658
-0.621752	-7.61658
-0.636029	-7.61755
-0.611694	-7.61658
-0.593848	-7.61528
-0.563349	-7.61431
-0.510786	-7.61074
-0.459196	-7.60847
-0.418313	-7.60425
-0.368346	-7.60035
-0.328437	-7.59581
-0.291772	-7.59224
-0.245374	-7.5851
-0.196704	-7.57764
-0.148359	-7.56726
-0.088982	-7.55136
-0.0432325	-7.52767
0.0180913	8.42109
0.0713034	8.42174
0.119324	8.4198
0.155989	8.42077
0.190706	8.41882
0.224451	8.41947
0.257221	8.41817
0.290641	8.4185
0.318545	8.41655
0.351316	8.4172
0.388305	8.4159
0.431134	8.41655
0.474613	8.41428
0.510953	8.4159
0.545995	8.41461
0.57909	8.41493
0.613808	8.41363
0.656962	8.41461
0.681945	8.41331
0.707578	8.41428
0.737753	8.41266
0.761763	8.41396
0.782529	8.41331
0.801673	8.41396
0.811731	8.41266
0.801673	8.41428
0.789992	8.41298
0.766955	8.41363
0.725748	8.41331
0.679025	8.41428
0.626786	8.41396
0.595638	8.41493
0.573899	8.41428
0.562218	8.4159
0.545346	8.41493
0.491485	8.4159
0.40972	8.41623
0.349045	8.41785
0.29129	8.41785
0.229642	8.4198
0.172861	8.41947
0.135872	8.42109
0.104074	8.42045
0.0764948	8.42239
0.0456707	8.42142
0.00576161	8.42239
-0.0322007	-7.52021
-0.0584823	-7.53741
-0.0854129	-7.54974
-0.107476	-7.5572
-0.140247	-7.56661
-0.175938	-7.57375
-0.220066	-7.58186
-0.264517	-7.58802
-0.29891	-7.59257
-0.32357	-7.59549
-0.339793	-7.59776
-0.357963	-7.59873
-0.370617	-7.60035
-0.384245	-7.60133
-0.406308	-7.60392
-0.427723	-7.60457
-0.44784	-7.60684
-0.468281	-7.60814
-0.488073	-7.60944
-0.503647	-7.61041
-0.52344	-7.61204
-0.533498	-7.61268
-0.521493	-7.61204
-0.510137	-7.61139
-0.500078	-7.61041
-0.511759	-7.61106
-0.523764	-7.61171
-0.512408	-7.61139
