-8.89141	-7.63215
-8.61724	-7.63248
-8.37356	-7.63248
-8.16233	-7.63313
-8.00334	-7.63215
-7.68017	-7.63215
-7.58381	-7.6328
-7.51567	-7.63248
-7.45142	-7.63248
-7.29276	-7.63183
-7.01599	-7.63248
-6.68049	-7.63248
-6.2973	-7.63215
-5.25122	-7.63215
-4.67172	-7.63248
-3.99164	-7.63248
-3.31643	-7.63248
-2.64446	-7.63248
-1.87191	-7.63215
-1.17561	-7.6328
-0.621752	-7.6156
-0.110072	-7.55623
0.325035	8.4172
0.665722	8.41298
1.00057	8.41233
1.04015	8.41298
1.05735	8.41233
1.07098	8.41266
1.08331	8.41233
1.09791	8.41298
1.15956	8.41266
1.25592	8.41298
1.38246	8.41266
1.50479	8.41331
1.60472	8.41266
1.74165	8.41331
1.89414	8.41233
2.01192	8.41266
2.16702	8.41233
2.32114	8.41363
2.48175	8.41298
2.62322	8.41298
2.76598	8.41266
2.86397	8.41331
2.94801	8.41266
3.02425	8.41363
3.09174	8.41266
3.16734	8.41331
3.31238	8.41233
3.47137	8.41331
3.64723	8.41266
3.79291	8.41363
3.92756	8.41266
4.0434	8.41363
4.12711	8.41266
4.18389	8.41396
4.23321	8.41266
4.26987	8.41363
4.31822	8.41266
4.36721	8.41331
4.41686	8.41298
4.4678	8.41331
4.51387	8.41266
4.55411	8.41331
4.5859	8.41298
4.619	8.41363
4.63847	8.41266
4.65177	8.41363
4.66442	8.41266
4.68292	8.41298
4.6933	8.41266
4.70628	8.41298
4.72575	8.41363
4.76339	8.41298
4.82795	8.41396
4.8909	8.41298
4.97202	8.41363
5.07293	8.41266
5.16021	8.41363
5.24716	8.41331
5.30881	8.41396
5.36462	8.41266
5.39869	8.41396
5.44119	8.41298
5.49863	8.41363
5.58753	8.41298
5.68357	8.41396
5.80622	8.41298
5.92627	8.41396
6.07488	8.41266
6.18292	8.41363
6.27312	8.41298
6.37371	8.41428
6.47072	8.41331
6.78091	8.41396
6.95645	8.41298
7.04795	8.41363
7.1268	8.41298
7.19461	8.41363
7.27021	8.41331
7.37501	8.41428
7.54146	8.41396
7.96327	8.42109
8.09273	8.42109
8.17774	8.42272
8.23582	8.42174
8.25594	8.42239
8.27346	8.42304
8.28709	8.42239
8.29909	8.42239
8.31791	8.42207
8.3283	8.42174
8.3416	8.42239
8.35198	8.42012
8.36464	8.42045
8.40292	8.42142
8.76049	8.42045
8.40876	8.42142
8.21376	8.42012
8.10669	8.42142
8.04114	8.41882
7.99053	8.42012
7.93277	8.41785
7.72154	8.41525
7.38669	8.41071
7.10992	8.41233
6.8033	8.41168
6.54243	8.41298
6.1813	8.41136
5.76598	8.41266
5.36949	8.41168
5.05735	8.41266
4.70563	8.41168
4.35326	8.41266
3.96163	8.41136
3.53821	8.41266
3.07779	8.41168
2.64268	8.41298
2.24294	8.41201
1.90712	8.41298
1.55281	8.41201
1.29713	8.41298
1.01971	8.41168
0.781556	8.41298
0.597909	8.41298
0.452549	8.4159
0.335417	8.41623
0.234509	8.41882
0.116728	8.42012
-0.0244136	-7.5108
-0.190864	-7.57505
-0.389111	-7.60003
-0.541285	-7.61171
-0.685347	-7.61755
-0.834277	-7.62047
-1.05069	-7.63183
-1.2298	-7.63215
-1.39982	-7.63183
-1.5455	-7.6328
-1.71293	-7.63183
-1.88976	-7.63215
-2.09579	-7.63215
-2.28398	-7.6328
-2.49586	-7.63183
-2.71033	-7.63248
-2.89592	-7.63215
-3.12305	-7.6328
-3.32973	-7.63215
-3.50494	-7.63248
-3.66491	-7.63248
-3.73791	-7.63215
-3.76322	-7.63215
-3.75316	-7.63248
-3.78334	-7.6328
-3.93032	-7.63183
-4.19346	-7.63248
-4.40144	-7.63215
-4.55686	-7.6328
-4.75057	-7.63183
-4.83331	-7.63215
-4.84661	-7.63248
-4.85764	-7.63215
-4.84758	-7.63313
-4.83039	-7.6328
-4.81416	-7.63248
-4.76744	-7.6328
-4.65031	-7.63248
-4.50916	-7.6328
-4.27458	-7.63215
-3.98191	-7.6328
-3.6516	-7.63215
-3.29047	-7.6328
-2.8784	-7.6328
-2.42513	-7.6328
-1.93421	-7.63313
-1.51111	-7.6328
-1.12694	-7.63248
-0.751863	-7.61982
-0.465036	-7.60652
-0.284958	-7.58965
-0.228177	-7.58121
-0.214874	-7.57959
-0.14479	-7.56596
0.23678	8.4185
0.63068	8.41331
1.07033	8.41298
1.65144	8.41266
2.4068	8.41363
3.10569	8.41298
3.70044	8.41331
4.16702	8.41266
4.36721	8.41331
4.43535	8.41266
4.45774	8.41363
4.48175	8.41298
4.60699	8.41331
4.87598	8.41298
5.14918	8.41331
5.45709	8.41266
5.91232	8.41363
6.46521	8.41266
7.14302	8.41363
7.8695	8.41817
8.76211	8.42304
7.91006	8.4185
7.32407	8.41201
6.70369	8.41233
6.08266	8.41201
5.42497	8.41201
4.77864	8.41201
3.86721	8.41266
2.8299	8.41266
1.9068	8.41233
1.13749	8.41233
0.594989	8.41396
0.180972	8.41882
-0.249267	-7.58413
-0.536418	-7.61139
-0.767112	-7.6195
-0.951408	-7.63248
-1.20254	-7.63183
-1.3823	-7.63215
-1.51598	-7.63248
-1.63473	-7.63248
-1.73207	-7.63215
-1.7908	-7.6328
-1.81968	-7.63215
-1.83525	-7.6328
-1.99002	-7.6328
-2.40825	-7.6328
-2.85829	-7.63313
-3.3041	-7.63248
-3.80151	-7.6328
-4.24148	-7.63215
-4.92837	-7.6328
-5.60618	-7.63215
-6.13961	-7.63248
-6.68503	-7.63215
-7.21132	-7.63313
-7.71587	-7.63215
-8.20386	-7.63313
-8.70744	-7.63248
-9.23405	-7.6328
-8.78596	-7.6328
-8.46571	-7.6328
