#U_diff		U_out
0		6.40938
0		6.4102
0		6.41026
0		6.410333
0		6.410697
0		6.411096
0		6.411983
0		6.413021
0		6.413936
0		6.414971
0		6.416214
0		6.416947
0		6.417295
0		6.417366
0		6.41558
0		6.415497
0		6.414567
0		6.413375
0		6.412259
0		6.410546
0		6.41004
0		6.408892
0		6.407533
0		6.406554
0		6.40445
0		6.40383
0		6.403514
0		6.40655
0		6.410856
0		6.41483
0		6.416833
0		6.417357
0		6.417061
0		6.414127
0		6.413478
0		6.410348
0		6.409158
0		6.408139
0		6.407556
0		6.407211
0		6.40691
0		6.406247
0		6.405661
0		6.405323
0		6.404807
0		6.404113
0		6.40316
0		6.402785
0		6.402453
0		6.402498
0		6.402866
0		6.405186
0		6.406716
0		6.407191
0		6.407918
0		6.408849
0		6.410099
0		6.410488
0		6.411443
0		6.412245
0		6.41309
0		6.413743
0		6.414747
0		6.415519
0		6.417041
0		6.417363
0		6.416936
0		6.416225
0		6.412763
0		6.410879
0		6.409292
0		6.408145
0		6.406992
0		6.406295
0		6.405602
0		6.404132
0		6.403273
0		6.402415
0		6.402968
0		6.407374
0		6.408124
0		6.413586
0		6.414058
0		6.414861
0		6.415514
0		6.415946
0		6.416278
0		6.416845
0		6.41722
0		6.417243
0		6.417004
0		6.416232
0		6.415857
0		6.415395
0		6.414856
0		6.414518
0		6.413894
0		6.413597
0		6.413142
0		6.41265
0		6.412234
0		6.411794
0		6.410691
0		6.409816
0		6.409098
0		6.408587
0		6.408508
0		6.408133
0		6.407591
0		6.407267
0		6.40702
0		6.40649
0		6.405867
0		6.405673
0		6.405513
0		6.405141
0		6.404266
0		6.404125
0		6.40378
0		6.403471
0		6.40317
0		6.402784
0		6.402576
0		6.402539
0		6.402453
0		6.402334
0		6.402458
0		6.402562
0		6.402641
0		6.402761
0		6.403044
0		6.403202
0		6.403288
0		6.403223
0		6.40351
0		6.40355
0		6.403627
0		6.403637
0		6.403928
0		6.404063
0		6.404181
0		6.404232
0		6.404368
0		6.404489
0		6.404541
0		6.404599
0		6.404675
0		6.404844
0		6.404911
0		6.404985
0		6.405093
0		6.405162
0		6.405394
0		6.405699
0		6.405891
0		6.406089
0		6.406126
0		6.40624
0		6.406381
0		6.406454
0		6.406568
0		6.406804
0		6.406858
0		6.406949
0		6.40705
0		6.407038
0		6.407191
0		6.407269
0		6.407446
0		6.40755
0		6.407817
0		6.407763
0		6.407863
0		6.408207
0		6.408216
0		6.408563
0		6.408633
0		6.40885
0		6.409061
0		6.409172
0		6.409201
0		6.409471
0		6.409638
0		6.409771
0		6.410072
0		6.410286
0		6.41049
0		6.410621
0		6.410741
0		6.410784
0		6.41107
0		6.411123
0		6.411237
0		6.411726
0		6.411789
0		6.412017
0		6.412137
0		6.412202
0		6.413031
0		6.413222
0		6.41332
0		6.413674
0		6.414135
0		6.414512
0		6.41462
0		6.414841
0		6.415033
0		6.415294
0		6.415747
0		6.416248
0		6.416742
0		6.417479
0		6.417561
0		6.417555
0		6.417134
0		6.417027
0		6.416835
0		6.416856
0		6.416517
0		6.416384
0		6.415938
0		6.415589
0		6.415408
0		6.415261
0		6.415214
0		6.415331
0		6.415206
0		6.414176
0		6.413438
0		6.413231
0		6.41232
0		6.412838
0		6.414268
0		6.415979
0		6.413744
0		6.41312
0		6.411078
0		6.409199
0		6.407947
0		6.410982
0		6.41262
0		6.413954
0		6.415216
0		6.415947
0		6.417174
0		6.417307
0		6.417282
0		6.417184
0		6.416983
0		6.416841
0		6.41657
0		6.416184
0		6.415437
0		6.415074
0		6.4149
0		6.414547
0		6.414393
0		6.414101
0		6.413871
0		6.414372
0		6.414706
0		6.41512
0		6.415416
0		6.415515
0		6.415624
0		6.415789
0		6.415821
0		6.415743
0		6.415486
0		6.415374
0		6.415265
0		6.415163
0		6.414934
0		6.414791
0		6.41495
0		6.415373
0		6.41585
0		6.416159
0		6.416739
0		6.416986
0		6.417273
0		6.417241
0		6.416743
0		6.416565
0		6.416484
0		6.416298
0		6.41588
0		6.415458
0		6.415149
0		6.414994
0		6.414621
0		6.414205
0		6.413945
0		6.413698
0		6.413353
0		6.413084
0		6.41261
0		6.411759
0		6.411304
0		6.411114
0		6.410831
0		6.410518
0		6.410252
0		6.410149
0		6.409872
0		6.409583
0		6.409452
0		6.408999
0		6.40867
0		6.408336
0		6.408002
0		6.40788
0		6.407758
0		6.407518
0		6.407374
0		6.406918
0		6.406275
0		6.406075
0		6.405871
0		6.405444
0		6.405209
0		6.404861
0		6.404439
0		6.403078
0		6.402521
0		6.402484
0		6.402845
0		6.405799
0		6.410373
0		6.414581
0		6.417297
0		6.415443
0		6.41306
0		6.402388
0		6.417301
0		6.411757
0		6.406389
0		6.405657
0		6.41438
0		6.40489
0		6.417139
0		6.402402
0		6.407413
0		6.402986
0		6.405369
0		6.403194
0		6.404099
0		6.40748
0		6.405697
0		6.402319
0		6.414995
0		6.415035
0		6.404647
0		6.40231
0		6.403157
0		6.404214
0		6.406438
0		6.407981
0		6.409651
0		6.411204
0		6.412074
0		6.412692
0		6.413274
0		6.413676
0		6.41401
0		6.414162
0		6.413063
0		6.411446
0		6.409674
0		6.407512
0		6.406373
0		6.405257
0		6.405192
0		6.405183
0		6.405323
0		6.407102
0		6.407189
0		6.407433
0		6.40758
0		6.408037
0		6.408107
0		6.408436
0		6.408836
0		6.408957
0		6.40957
0		6.409719
0		6.409977
0		6.409914
0		6.409301
0		6.409119
0		6.409056
0		6.408782
0		6.408506
0		6.408085
0		6.407821
0		6.407602
0		6.406221
0		6.40599
0		6.405749
0		6.405599
0		6.406403
0		6.407692
0		6.407829
0		6.407956
0		6.408145
0		6.408288
