# Zeit (s)	# Kanal 1 (V)	# Kanal 2 (V)	# Kanal 3 (V)	# Kanal 4 (V)	# D0-D7	
0.00145	0.43125	0.75625	0.4	0.45	0
0.001455	0.4625	0.75625	0.4	0.48125	0
0.00146	0.4625	0.7875	0.43125	0.41875	0
0.001465	0.4625	0.81875	0.4625	0.41875	0
0.00147	0.49375	0.81875	0.49375	0.41875	0
0.001475	0.525	0.81875	0.49375	0.41875	0
0.00148	0.55625	0.81875	0.525	0.45	0
0.001485	0.525	0.88125	0.49375	0.41875	0
0.00149	0.55625	0.85	0.55625	0.41875	0
0.001495	0.5875	0.88125	0.55625	0.41875	0
0.0015	0.5875	0.88125	0.5875	0.45	0
0.001505	0.5875	0.88125	0.5875	0.41875	0
0.00151	0.61875	0.88125	0.61875	0.41875	0
0.001515	0.65	0.88125	0.61875	0.48125	0
0.00152	0.65	0.9125	0.61875	0.41875	0
0.001525	0.65	0.94375	0.65	0.45	0
0.00153	0.61875	0.88125	0.68125	0.41875	0
0.001535	0.7125	0.9125	0.68125	0.41875	0
0.00154	0.7125	0.94375	0.68125	0.45	0
0.001545	0.7125	0.9125	0.68125	0.45	0
0.00155	0.68125	0.9125	0.7125	0.45	0
0.001555	0.7125	0.94375	0.7125	0.45	0
0.00156	0.7125	0.94375	0.74375	0.41875	0
0.001565	0.74375	0.9125	0.74375	0.45	0
0.00157	0.74375	0.94375	0.7125	0.45	0
0.001575	0.74375	0.9125	0.74375	0.41875	0
0.00158	0.74375	0.94375	0.775	0.45	0
0.001585	0.775	0.94375	0.80625	0.48125	0
0.00159	0.775	0.94375	0.775	0.45	0
0.001595	0.775	0.9125	0.74375	0.45	0
0.0016	0.775	0.9125	0.74375	0.41875	0
0.001605	0.775	0.94375	0.80625	0.45	0
0.00161	0.80625	0.9125	0.80625	0.41875	0
0.001615	0.80625	0.9125	0.80625	0.41875	0
0.00162	0.775	0.88125	0.8375	0.41875	0
0.001625	0.80625	0.9125	0.8375	0.41875	0
0.00163	0.80625	0.88125	0.8375	0.45	0
0.001635	0.80625	0.9125	0.80625	0.45	0
0.00164	0.8375	0.88125	0.80625	0.41875	0
0.001645	0.80625	0.88125	0.8375	0.45	0
0.00165	0.80625	0.88125	0.8375	0.45	0
0.001655	0.80625	0.85	0.8375	0.45	0
0.00166	0.80625	0.85	0.8375	0.41875	0
0.001665	0.80625	0.81875	0.8375	0.45	0
0.00167	0.8375	0.81875	0.80625	0.41875	0
0.001675	0.80625	0.7875	0.8375	0.41875	0
0.00168	0.8375	0.81875	0.80625	0.41875	0
0.001685	0.80625	0.7875	0.8375	0.41875	0
0.00169	0.80625	0.7875	0.8375	0.41875	0
0.001695	0.80625	0.75625	0.8375	0.41875	0
0.0017	0.80625	0.75625	0.775	0.41875	0
0.001705	0.80625	0.725	0.80625	0.41875	0
0.00171	0.80625	0.69375	0.80625	0.3875	0
0.001715	0.80625	0.69375	0.80625	0.41875	0
0.00172	0.775	0.69375	0.80625	0.41875	0
0.001725	0.775	0.6625	0.74375	0.41875	0
0.00173	0.80625	0.63125	0.775	0.41875	0
0.001735	0.74375	0.63125	0.74375	0.41875	0
0.00174	0.775	0.63125	0.74375	0.41875	0
0.001745	0.74375	0.6	0.7125	0.45	0
0.00175	0.775	0.56875	0.775	0.41875	0
0.001755	0.74375	0.56875	0.74375	0.41875	0
0.00176	0.74375	0.56875	0.74375	0.45	0
0.001765	0.7125	0.5375	0.7125	0.45	0
0.00177	0.68125	0.50625	0.68125	0.45	0
0.001775	0.68125	0.475	0.68125	0.41875	0
0.00178	0.7125	0.475	0.68125	0.41875	0
0.001785	0.68125	0.44375	0.68125	0.41875	0
0.00179	0.68125	0.44375	0.65	0.48125	0
0.001795	0.68125	0.38125	0.65	0.41875	0
0.0018	0.65	0.4125	0.65	0.45	0
0.001805	0.65	0.35	0.61875	0.45	0
0.00181	0.65	0.31875	0.61875	0.48125	0
0.001815	0.5875	0.31875	0.61875	0.41875	0
0.00182	0.5875	0.31875	0.5875	0.41875	0
0.001825	0.5875	0.31875	0.55625	0.41875	0
0.00183	0.55625	0.2875	0.55625	0.41875	0
0.001835	0.55625	0.225	0.525	0.41875	0
0.00184	0.525	0.225	0.525	0.45	0
0.001845	0.525	0.19375	0.525	0.45	0
0.00185	0.49375	0.1625	0.49375	0.45	0
0.001855	0.4625	0.13125	0.49375	0.41875	0
0.00186	0.4625	0.13125	0.43125	0.41875	0
0.001865	0.43125	0.1	0.4625	0.41875	0
0.00187	0.43125	0.06875	0.4	0.41875	0
0.001875	0.4	0.0375	0.43125	0.41875	0
0.00188	0.4	0.00624999	0.36875	0.45	0
0.001885	0.36875	-0.025	0.4	0.41875	0
0.00189	0.36875	-0.025	0.36875	0.41875	0
0.001895	0.36875	-0.025	0.3375	0.41875	0
0.0019	0.30625	-0.05625	0.275	0.41875	0
0.001905	0.30625	-0.0875	0.05625	0.48125	0
0.00191	0.275	-0.0875	-0.2875	0.41875	0
0.001915	0.275	-0.11875	-0.2875	0.45	0
0.00192	0.275	-0.15	-0.25625	0.45	0
0.001925	0.2125	-0.18125	-0.25625	0.45	0
0.00193	0.2125	-0.2125	-0.19375	0.45	0
0.001935	0.18125	-0.24375	-0.19375	0.45	0
0.00194	0.15	-0.24375	-0.19375	0.45	0
0.001945	0.15	-0.275	-0.1625	0.45	0
0.00195	0.0874997	-0.30625	-0.13125	0.45	0
0.001955	0.0874997	-0.30625	-0.13125	0.41875	0
0.00196	0.0874997	-0.3375	-0.1	0.41875	0
0.001965	0.0562497	-0.3375	-0.06875	0.41875	0
0.00197	0.0562497	-0.36875	-0.06875	0.45	0
0.001975	0.0562497	-0.4	-0.06875	0.45	0
0.00198	0.0249997	-0.4	-0.00625	0.45	0
0.001985	-0.0375003	-0.43125	-0.00625	0.41875	0
0.00199	-0.0687503	-0.49375	0.025	0.45	0
0.001995	-0.0375003	-0.49375	0.025	0.41875	0
0.002	-0.0375003	-0.49375	0.05625	0.45	0
0.002005	-0.1	-0.525	0.11875	0.45	0
0.00201	-0.13125	-0.525	0.0875	0.41875	0
0.002015	-0.13125	-0.55625	0.11875	0.48125	0
0.00202	-0.13125	-0.5875	0.0875	0.41875	0
0.002025	-0.1625	-0.61875	0.15	0.41875	0
0.00203	-0.225	-0.61875	0.18125	0.48125	0
0.002035	-0.225	-0.65	0.18125	0.41875	0
0.00204	-0.225	-0.65	0.18125	0.45	0
0.002045	-0.25625	-0.68125	0.24375	0.45	0
0.00205	-0.2875	-0.68125	0.24375	0.41875	0
0.002055	-0.31875	-0.7125	0.275	0.45	0
0.00206	-0.2875	-0.7125	0.30625	0.48125	0
0.002065	-0.35	-0.74375	0.275	0.48125	0
0.00207	-0.31875	-0.74375	0.30625	0.41875	0
0.002075	-0.35	-0.775	0.36875	0.45	0
0.00208	-0.38125	-0.80625	0.36875	0.45	0
0.002085	-0.38125	-0.80625	0.36875	0.41875	0
0.00209	-0.44375	-0.8375	0.4	0.41875	0
0.002095	-0.44375	-0.8375	0.4625	0.41875	0
0.0021	-0.475	-0.8375	0.4625	0.45	0
0.002105	-0.44375	-0.8375	0.4625	0.41875	0
0.00211	-0.475	-0.9	0.4625	0.45	0
0.002115	-0.50625	-0.86875	0.4625	0.41875	0
0.00212	-0.50625	-0.9	0.525	0.41875	0
0.002125	-0.5375	-0.9	0.525	0.45	0
0.00213	-0.56875	-0.93125	0.525	0.41875	0
0.002135	-0.6	-0.9	0.55625	0.45	0
0.00214	-0.6	-0.93125	0.55625	0.41875	0
0.002145	-0.6	-0.93125	0.55625	0.45	0
0.00215	-0.63125	-0.9625	0.61875	0.41875	0
0.002155	-0.63125	-0.9625	0.61875	0.41875	0
0.00216	-0.6625	-0.9625	0.61875	0.41875	0
0.002165	-0.6625	-0.9625	0.65	0.41875	0
0.00217	-0.63125	-0.99375	0.68125	0.41875	0
0.002175	-0.6625	-0.99375	0.68125	0.45	0
0.00218	-0.69375	-0.99375	0.68125	0.41875	0
0.002185	-0.725	-1.025	0.68125	0.41875	0
0.00219	-0.69375	-0.99375	0.68125	0.45	0
0.002195	-0.725	-0.9625	0.68125	0.41875	0
0.0022	-0.75625	-0.99375	0.7125	0.41875	0
0.002205	-0.725	-1.025	0.74375	0.48125	0
0.00221	-0.75625	-1.025	0.74375	0.41875	0
0.002215	-0.75625	-0.9625	0.775	0.45	0
0.00222	-0.75625	-1.025	0.775	0.41875	0
0.002225	-0.75625	-0.99375	0.74375	0.45	0
0.00223	-0.7875	-0.99375	0.775	0.45	0
0.002235	-0.7875	-0.99375	0.775	0.41875	0
0.00224	-0.7875	-0.99375	0.775	0.41875	0
0.002245	-0.81875	-0.99375	0.775	0.41875	0
0.00225	-0.81875	-0.99375	0.80625	0.45	0
0.002255	-0.81875	-0.99375	0.80625	0.41875	0
0.00226	-0.81875	-0.9625	0.80625	0.41875	0
0.002265	-0.85	-0.9625	0.80625	0.41875	0
0.00227	-0.85	-0.9625	0.80625	0.41875	0
0.002275	-0.85	-0.9625	0.8375	0.45	0
0.00228	-0.85	-0.93125	0.80625	0.41875	0
0.002285	-0.85	-0.93125	0.8375	0.41875	0
0.00229	-0.81875	-0.9625	0.8375	0.48125	0
0.002295	-0.85	-0.93125	0.80625	0.41875	0
0.0023	-0.85	-0.93125	0.8375	0.41875	0
0.002305	-0.85	-0.9	0.8375	0.3875	0
0.00231	-0.85	-0.9	0.86875	0.45	0
0.002315	-0.85	-0.9	0.8375	0.41875	0
0.00232	-0.85	-0.86875	0.86875	0.41875	0
0.002325	-0.81875	-0.86875	0.8375	0.45	0
0.00233	-0.85	-0.86875	0.8375	0.41875	0
0.002335	-0.81875	-0.8375	0.80625	0.48125	0
0.00234	-0.81875	-0.80625	0.80625	0.41875	0
0.002345	-0.85	-0.80625	0.8375	0.41875	0
0.00235	-0.85	-0.775	0.80625	0.45	0
0.002355	-0.81875	-0.775	0.8375	0.41875	0
0.00236	-0.81875	-0.775	0.80625	0.45	0
0.002365	-0.7875	-0.7125	0.80625	0.41875	0
0.00237	-0.85	-0.7125	0.80625	0.41875	0
0.002375	-0.7875	-0.7125	0.80625	0.41875	0
0.00238	-0.7875	-0.7125	0.775	0.41875	0
0.002385	-0.75625	-0.68125	0.74375	0.41875	0
0.00239	-0.7875	-0.65	0.74375	0.41875	0
0.002395	-0.75625	-0.61875	0.74375	0.41875	0
0.0024	-0.75625	-0.65	0.74375	0.45	0
0.002405	-0.75625	-0.5875	0.74375	0.41875	0
0.00241	-0.725	-0.5875	0.7125	0.41875	0
0.002415	-0.75625	-0.5875	0.68125	0.45	0
0.00242	-0.725	-0.55625	0.68125	0.45	0
0.002425	-0.725	-0.525	0.68125	0.45	0
0.00243	-0.69375	-0.49375	0.68125	0.41875	0
0.002435	-0.6625	-0.4625	0.68125	0.41875	0
0.00244	-0.6625	-0.4625	0.65	0.45	0
0.002445	-0.69375	-0.4625	0.65	0.45	0
0.00245	-0.63125	-0.43125	0.61875	0.41875	0
0.002455	-0.63125	-0.4	0.5875	0.41875	0
0.00246	-0.6	-0.4	0.5875	0.41875	0
0.002465	-0.63125	-0.36875	0.61875	0.48125	0
0.00247	-0.56875	-0.36875	0.55625	0.41875	0
0.002475	-0.56875	-0.3375	0.55625	0.41875	0
0.00248	-0.56875	-0.30625	0.525	0.45	0
0.002485	-0.56875	-0.24375	0.525	0.45	0
0.00249	-0.5375	-0.2125	0.49375	0.41875	0
0.002495	-0.5375	-0.2125	0.49375	0.45	0
