U_diff	U_CM	U_out
0.000000	-0.200000	-0.001156
0.000000	-0.000000	-0.002085
0.000000	1.000000	-0.001184
0.000000	1.300000	-0.002068
0.000000	2.700000	-0.003167
0.000000	3.900000	-0.005051
0.000000	5.200000	-0.006736
0.000000	6.800000	-0.007620
0.000000	8.200000	-0.010370
0.000000	8.800000	-0.011107
0.000000	10.000000	-0.011178
0.000000	9.500000	-0.011681
0.000000	5.000000	-0.006745
0.000000	3.100000	-0.004192
0.000000	-2.100000	0.001235
0.000000	-5.600000	0.006818
0.000000	-10.000000	7.905887
0.000000	-9.800000	7.906150
0.000000	-9.600000	7.903895
0.000000	-6.200000	0.008906
0.000000	-5.600000	0.006572
0.000000	-0.600000	-0.001598
0.000000	4.800000	-0.006889
0.000000	7.700000	-0.009302
0.000000	10.000000	-0.011010
0.000000	9.900000	-0.011240
0.000000	9.600000	-0.011522
0.000000	9.500000	-0.011685
0.000000	6.800000	-0.007650
0.000000	5.100000	-0.006988
0.000000	3.500000	-0.005201
0.000000	1.200000	-0.002418
0.000000	-2.300000	0.001184
0.000000	-5.200000	0.006554
0.000000	-6.900000	0.046910
0.000000	-9.800000	7.905330
0.000000	-10.000000	7.904766
0.000000	-9.600000	7.902707
0.000000	-5.200000	0.006503
0.000000	-4.900000	0.005023
0.000000	2.400000	-0.003596
0.000000	4.600000	-0.007093
0.000000	8.200000	-0.010310
0.000000	9.900000	-0.011151
0.000000	10.000000	-0.011122
0.000000	9.600000	-0.011452
0.000000	3.100000	-0.004163
0.000000	2.500000	-0.003431
0.000000	-3.500000	0.002874
0.000000	-8.800000	7.823335
0.000000	-10.000000	7.904792
0.000000	-9.900000	7.904686
0.000000	-4.500000	0.005011
0.000000	-4.200000	0.003780
0.000000	-1.100000	0.000854
0.000000	1.300000	-0.002067
0.000000	3.000000	-0.004201
0.000000	3.900000	-0.005040
0.000000	-2.700000	0.000343
0.000000	-5.800000	0.008288
0.000000	-10.000000	7.904810
0.000000	-9.600000	7.902450
0.000000	-4.500000	0.004993
0.000000	-4.000000	0.003743
0.000000	-0.600000	-0.001551
0.000000	2.600000	-0.003207
0.000000	5.000000	-0.006707
0.000000	6.700000	-0.009279
0.000000	10.000000	-0.011122
0.000000	9.800000	-0.011095
0.000000	3.100000	-0.004177
0.000000	2.100000	-0.002433
0.000000	-6.300000	0.011054
0.000000	-9.300000	7.901494
0.000000	-10.000000	7.904435
0.000000	-9.400000	7.900967
0.000000	-8.200000	0.601568
0.000000	3.900000	-0.005022
0.000000	9.300000	-0.012012
0.000000	10.000000	-0.011098
0.000000	8.700000	-0.009638
0.000000	7.000000	-0.008783
0.000000	-3.700000	0.004138
0.000000	-10.000000	7.904481
0.000000	-9.300000	7.900968
0.000000	3.600000	-0.003509
0.000000	4.800000	-0.006940
0.000000	7.900000	-0.009136
0.000000	8.700000	-0.009675
0.000000	4.300000	-0.006116
0.000000	-10.000000	7.904396
0.000000	-9.300000	7.900880
0.000000	6.400000	-0.008025
0.000000	9.000000	-0.010716
0.000000	10.000000	-0.011110
0.000000	7.900000	-0.009120
0.000000	5.200000	-0.006710
0.000000	-10.000000	7.904352
0.000000	-8.300000	0.650372
0.000000	4.400000	-0.005845
0.000000	6.300000	-0.008216
0.000000	10.000000	-0.011017
0.000000	7.000000	-0.008697
0.000000	2.700000	-0.003074
0.000000	-10.000000	7.904273
0.000000	-7.500000	0.236748
0.000000	4.500000	-0.005609
0.000000	4.800000	-0.006832
0.000000	1.900000	-0.002649
0.000000	-1.000000	-0.000309
0.000000	-10.000000	7.904201
0.000000	-9.000000	7.900892
0.000000	1.500000	-0.003147
0.000000	2.700000	-0.003061
0.000000	7.000000	-0.008673
0.000000	9.200000	-0.010567
0.000000	9.200000	-0.010576
0.000000	-4.300000	0.003835
0.000000	-5.400000	0.006782
0.000000	-8.700000	5.244331
0.000000	-10.000000	7.904137
0.000000	-5.600000	0.006742
0.000000	-1.200000	-0.000602
0.000000	10.000000	-0.011029
0.000000	8.900000	-0.010845
0.000000	-8.800000	7.821931
0.000000	-9.300000	7.900696
0.000000	-10.000000	7.903674
0.000000	-9.500000	7.900449
0.000000	-8.500000	0.870529
0.000000	6.700000	-0.009088
0.000000	10.000000	-0.010907
0.000000	9.000000	-0.010558
0.000000	3.600000	-0.003377
0.000000	-10.000000	7.903800
0.000000	-9.400000	7.900164
0.000000	5.400000	-0.007968
0.000000	6.400000	-0.007929
0.000000	6.500000	-0.007928
0.000000	-9.600000	7.901814
0.000000	-10.000000	7.903525
0.000000	10.000000	-0.010952
0.000000	5.100000	-0.006825
0.000000	0.500000	-0.001705
0.000000	-10.000000	7.903687
0.000000	0.200000	-0.000492
0.000000	1.900000	-0.002669
0.000000	-10.000000	7.903661
0.000000	10.000000	-0.010996
0.000000	6.700000	-0.009191
0.000000	-0.100000	-0.002409
0.000000	10.000000	-0.011045
0.000000	-0.500000	0.000166
0.000000	1.300000	-0.001999
0.000000	10.000000	-0.011060
0.000000	-10.000000	7.903576
0.000000	-5.800000	0.008284
0.000000	4.400000	-0.005869
0.000000	-10.000000	7.903487
0.000000	10.000000	-0.011026
0.000000	-3.300000	0.002798
0.000000	-6.700000	0.022070
0.000000	10.000000	-0.011052
0.000000	-3.000000	0.001616
0.000000	10.000000	-0.011066
0.000000	-10.000000	7.903464
0.000000	-3.900000	0.003947
0.000000	4.300000	-0.006055
0.000000	-1.700000	0.000348
0.000000	-10.000000	7.903374
0.000000	10.000000	-0.011058
0.000000	-4.500000	0.005126
0.000000	4.000000	-0.004892
0.000000	10.000000	-0.011103
0.000000	-7.900000	0.439524
0.000000	6.500000	-0.007993
0.000000	10.000000	-0.011105
0.000000	-10.000000	7.903218
0.000000	-2.000000	0.001391
0.000000	10.000000	-0.011118
0.000000	-10.000000	7.903175
0.000000	-1.900000	0.000947
0.000000	-10.000000	7.903146
0.000000	10.000000	-0.011087
0.000000	-10.000000	7.903161
0.000000	10.000000	-0.011071
0.000000	-10.000000	7.903174
0.000000	5.500000	-0.006500
0.000000	10.000000	-0.011089
0.000000	-2.100000	0.001218
0.000000	-10.000000	7.903184
0.000000	10.000000	-0.011084
0.000000	-10.000000	7.903105
0.000000	-5.800000	0.008123
0.000000	10.000000	-0.011082
0.000000	-10.000000	7.903110
0.000000	10.000000	-0.011071
0.000000	-10.000000	7.903083
0.000000	10.000000	-0.011069
0.000000	-10.000000	7.903135
0.000000	10.000000	-0.011070
0.000000	3.600000	-0.003505
0.000000	-7.300000	0.156008
0.000000	-10.000000	7.903155
0.000000	10.000000	-0.011018
0.000000	-6.800000	0.031991
0.000000	0.400000	-0.001815
0.000000	10.000000	-0.011059
0.000000	-7.000000	0.066576
0.000000	-10.000000	7.903023
0.000000	10.000000	-0.011030
0.000000	-10.000000	7.902928
0.000000	10.000000	-0.011013
0.000000	-10.000000	7.902964
0.000000	10.000000	-0.011014
0.000000	3.500000	-0.005082
0.000000	-10.000000	7.902977
0.000000	-6.100000	0.007433
0.000000	10.000000	-0.011059
0.000000	-7.700000	0.332235
0.000000	-10.000000	7.902952
0.000000	10.000000	-0.011029
0.000000	-10.000000	7.902830
0.000000	10.000000	-0.011020
0.000000	-10.000000	7.902879
0.000000	10.000000	-0.011014
0.000000	-0.200000	-0.001083
0.000000	-10.000000	7.902857
0.000000	10.000000	-0.011024
0.000000	-5.700000	0.006270
0.000000	-10.000000	7.902869
0.000000	-9.200000	7.899577
0.000000	-7.600000	0.282883
0.000000	6.000000	-0.007000
0.000000	10.000000	-0.011058
0.000000	9.900000	-0.011108
0.000000	-2.300000	0.001268
0.000000	-3.300000	0.002868
0.000000	-5.100000	0.005232
0.000000	-10.000000	7.902735
0.000000	-9.200000	7.899409
0.000000	2.000000	-0.003938
0.000000	3.700000	-0.004722
0.000000	7.700000	-0.009347
0.000000	10.000000	-0.011100
0.000000	9.900000	-0.011160
0.000000	6.200000	-0.008469
0.000000	5.700000	-0.006147
0.000000	-3.600000	0.002870
0.000000	-10.000000	7.902544
0.000000	-9.000000	7.899240
0.000000	-1.300000	0.000623
0.000000	-0.000000	-0.002035
0.000000	5.100000	-0.006882
0.000000	8.700000	-0.009646
0.000000	10.000000	-0.011120
0.000000	9.600000	-0.011458
0.000000	5.400000	-0.008098
0.000000	4.900000	-0.006724
0.000000	0.200000	-0.000488
0.000000	-3.100000	0.001662
0.000000	-4.600000	0.003794
0.000000	-5.800000	0.008403
0.000000	-6.400000	0.010384
0.000000	-7.300000	0.156852
0.000000	-8.000000	0.495807
0.000000	-8.300000	0.651944
0.000000	-8.800000	7.824420
0.000000	-9.500000	7.899047
0.000000	-10.000000	7.901884
0.000000	-9.900000	7.901952
0.000000	-8.900000	7.893558
0.000000	-8.500000	0.878509
0.000000	-8.200000	0.602664
0.000000	-7.100000	0.092889
0.000000	-6.900000	0.047196
0.000000	-6.500000	0.013354
0.000000	-6.900000	0.047247
0.000000	-7.300000	0.156711
0.000000	-8.000000	0.495470
0.000000	-8.200000	0.603167
0.000000	-8.600000	1.766337
0.000000	-9.000000	7.899096
0.000000	-9.200000	7.898694
0.000000	-9.500000	7.898582
0.000000	-9.600000	7.899755
0.000000	-9.500000	7.898571
0.000000	-9.400000	7.898355
0.000000	-9.000000	7.898814
0.000000	-8.500000	0.877538
0.000000	-8.300000	0.650962
0.000000	-8.100000	0.549694
0.000000	-8.300000	0.651201
0.000000	-9.200000	7.899045
0.000000	-9.900000	7.901905
0.000000	-10.000000	7.901538
0.000000	-9.600000	7.899622
0.000000	-7.700000	0.332575
0.000000	-7.500000	0.237230
0.000000	-6.800000	0.032138
0.000000	-6.100000	0.007456
0.000000	-6.400000	0.010318
0.000000	-6.800000	0.032213
0.000000	-8.200000	0.602930
0.000000	-10.000000	7.901853
0.000000	-9.600000	7.899538
0.000000	-6.700000	0.022214
0.000000	-6.200000	0.009234
0.000000	-5.200000	0.006606
0.000000	-4.800000	0.005225
0.000000	-4.500000	0.005209
0.000000	-4.000000	0.003919
0.000000	-6.500000	0.013370
0.000000	-7.300000	0.156784
0.000000	-8.000000	0.495511
0.000000	-9.200000	7.898684
0.000000	-9.000000	7.898482
0.000000	-8.700000	5.365635
0.000000	-3.700000	0.004215
0.000000	-2.300000	0.001271
0.000000	-2.000000	0.001480
0.000000	-5.400000	0.006862
0.000000	-9.200000	7.898512
0.000000	-9.400000	7.897948
0.000000	-3.000000	0.001600
0.000000	-3.200000	0.002946
0.000000	-3.700000	0.004210
0.000000	-7.900000	0.440266
0.000000	-4.000000	0.003918
0.000000	-3.900000	0.004043
0.000000	-5.100000	0.005236
0.000000	-10.000000	7.901230
0.000000	-9.600000	7.899106
0.000000	-4.900000	0.005057
0.000000	-10.000000	7.901174
0.000000	-8.300000	0.651163
0.000000	-8.700000	5.346039
0.000000	-9.200000	7.898328
0.000000	-8.900000	7.892620
0.000000	-8.700000	5.350032
0.000000	-8.200000	0.602688
0.000000	-8.300000	0.651373
0.000000	-8.500000	0.877102
0.000000	-8.700000	5.339308
0.000000	-9.200000	7.898220
0.000000	-9.400000	7.897611
0.000000	-10.000000	7.900803
0.000000	-9.900000	7.900936
0.000000	-8.700000	5.373292
0.000000	-8.600000	1.762936
0.000000	-8.100000	0.550047
0.000000	-7.300000	0.156695
0.000000	-6.300000	0.011142
0.000000	-5.800000	0.008378
0.000000	-5.400000	0.006854
0.000000	-5.600000	0.006894
0.000000	-5.700000	0.006320
0.000000	-6.400000	0.010387
0.000000	-7.100000	0.093051
0.000000	-7.700000	0.333250
0.000000	-8.300000	0.651800
0.000000	-8.900000	7.892414
0.000000	-9.300000	7.897524
0.000000	-9.900000	7.900800
0.000000	-10.000000	7.900493
0.000000	-9.800000	7.900900
0.000000	-9.000000	7.897763
0.000000	-8.800000	7.823232
0.000000	-8.100000	0.549328
0.000000	-7.700000	0.332529
0.000000	-6.700000	0.022119
0.000000	-6.100000	0.007420
0.000000	-6.000000	0.008489
