U_diff	U_CM	U_out
0.000000	-8.100000	0.564760
0.000000	-9.200000	7.876979
0.000000	-8.600000	2.377880
0.000000	-6.900000	0.052249
0.000000	-6.000000	0.008664
0.000000	-5.600000	0.006951
0.000000	-5.800000	0.008465
0.000000	-6.200000	0.009457
0.000000	-7.000000	0.073512
0.000000	-7.600000	0.297141
0.000000	-7.700000	0.347658
0.000000	-8.500000	1.008120
0.000000	-8.600000	2.392462
0.000000	-9.200000	7.876753
0.000000	-9.300000	7.876251
0.000000	-9.600000	7.877874
0.000000	-9.800000	7.879571
0.000000	-9.600000	7.877736
0.000000	-6.800000	0.035907
0.000000	-6.700000	0.024619
0.000000	-6.100000	0.007576
0.000000	-5.400000	0.006874
0.000000	-4.300000	0.003917
0.000000	-3.500000	0.002935
0.000000	-3.100000	0.001673
0.000000	-3.200000	0.002997
0.000000	-4.800000	0.005267
0.000000	-5.000000	0.006717
0.000000	-5.500000	0.006935
0.000000	-6.800000	0.035998
0.000000	-7.600000	0.297143
0.000000	-8.200000	0.617175
0.000000	-8.900000	7.874245
0.000000	-9.300000	7.876047
0.000000	-9.800000	7.879451
0.000000	-10.000000	7.878959
0.000000	-9.900000	7.879274
0.000000	-9.300000	7.875963
0.000000	-8.600000	2.390225
0.000000	-8.500000	1.004689
0.000000	-7.600000	0.296661
0.000000	-7.000000	0.073330
0.000000	-6.300000	0.011399
0.000000	-5.200000	0.006692
0.000000	-4.900000	0.005184
0.000000	-3.700000	0.004282
0.000000	-3.000000	0.001704
0.000000	-1.500000	0.000484
0.000000	-1.100000	0.000998
0.000000	-1.000000	-0.000267
0.000000	-1.500000	0.000470
0.000000	-1.900000	0.001086
0.000000	-4.200000	0.004015
0.000000	-6.300000	0.011464
0.000000	-7.900000	0.456131
0.000000	-8.800000	7.830694
0.000000	-9.800000	7.879430
0.000000	-10.000000	7.878822
0.000000	-9.900000	7.879167
0.000000	-8.700000	6.814457
0.000000	-7.100000	0.100600
0.000000	-6.900000	0.052187
0.000000	-5.800000	0.008381
0.000000	-4.300000	0.003890
0.000000	-3.600000	0.002871
0.000000	-3.300000	0.002851
0.000000	-7.700000	0.347411
0.000000	-8.300000	0.664244
0.000000	-9.300000	7.876176
0.000000	-10.000000	7.879017
0.000000	-9.900000	7.879066
0.000000	-7.500000	0.249940
0.000000	-6.700000	0.024565
0.000000	-4.900000	0.005098
0.000000	-3.800000	0.002057
0.000000	-3.500000	0.002936
0.000000	-7.000000	0.073327
0.000000	-8.300000	0.663971
0.000000	-10.000000	7.879251
0.000000	-9.800000	7.879133
0.000000	-7.100000	0.100702
0.000000	-6.000000	0.008600
0.000000	-5.800000	0.008420
0.000000	-5.600000	0.006930
0.000000	-5.700000	0.006370
0.000000	-6.400000	0.010723
0.000000	-10.000000	7.879111
0.000000	-7.300000	0.167083
0.000000	-5.500000	0.006901
0.000000	-2.700000	0.000441
0.000000	-2.900000	0.001839
0.000000	-9.200000	7.876077
0.000000	-9.300000	7.875676
0.000000	-3.900000	0.004001
0.000000	-10.000000	7.878945
0.000000	-9.400000	7.875411
0.000000	-7.300000	0.167285
0.000000	-4.200000	0.003900
0.000000	-10.000000	7.878853
0.000000	-5.600000	0.006854
0.000000	-10.000000	7.878887
0.000000	-9.000000	7.875932
0.000000	-7.300000	0.167224
0.000000	-2.700000	0.000391
0.000000	-10.000000	7.878866
0.000000	-5.400000	0.006796
0.000000	-5.700000	0.006282
0.000000	-10.000000	7.878860
0.000000	-9.900000	7.878680
0.000000	-10.000000	7.878469
0.000000	-9.400000	7.875254
0.000000	-8.200000	0.616493
0.000000	-10.000000	7.878918
0.000000	-5.200000	0.006601
0.000000	-2.400000	0.002654
0.000000	-5.400000	0.006883
0.000000	-10.000000	7.878907
0.000000	-5.700000	0.006291
0.000000	-9.600000	7.877427
0.000000	-10.000000	7.878597
0.000000	-6.700000	0.024665
0.000000	-10.000000	7.878808
0.000000	-5.700000	0.006283
0.000000	-10.000000	7.878851
0.000000	-8.200000	0.616865
0.000000	-6.500000	0.013955
0.000000	1.200000	-0.002323
0.000000	3.300000	-0.005161
0.000000	7.900000	-0.009071
0.000000	10.000000	-0.011075
0.000000	9.300000	-0.011990
0.000000	5.500000	-0.006486
0.000000	5.400000	-0.008065
0.000000	4.200000	-0.004756
0.000000	3.100000	-0.004115
0.000000	1.900000	-0.002654
0.000000	1.100000	-0.002335
0.000000	-0.500000	0.000206
0.000000	-1.300000	0.000707
0.000000	-1.900000	0.001079
0.000000	-2.700000	0.000483
0.000000	-3.200000	0.003022
0.000000	-5.200000	0.006709
0.000000	-8.600000	2.437659
0.000000	-10.000000	7.878484
0.000000	-9.800000	7.878432
0.000000	-9.400000	7.874858
0.000000	-9.200000	7.875300
0.000000	-9.000000	7.875620
0.000000	-8.900000	7.873284
0.000000	-8.600000	2.433192
0.000000	-8.000000	0.510950
0.000000	-7.900000	0.455802
0.000000	-6.900000	0.052557
0.000000	-6.700000	0.024751
0.000000	-5.700000	0.006346
0.000000	-5.000000	0.006706
0.000000	-4.600000	0.003821
0.000000	-6.700000	0.024845
0.000000	-7.400000	0.207375
0.000000	-8.000000	0.511705
0.000000	-8.100000	0.566079
0.000000	-8.500000	1.017543
0.000000	-8.700000	6.888060
0.000000	-8.900000	7.873192
0.000000	-9.000000	7.875309
0.000000	-9.400000	7.874668
0.000000	-9.500000	7.875131
0.000000	-9.400000	7.874643
0.000000	-8.200000	0.617273
0.000000	-7.700000	0.347917
0.000000	-7.600000	0.297576
0.000000	-7.000000	0.073715
0.000000	-6.200000	0.009387
0.000000	-6.100000	0.007588
0.000000	-5.600000	0.006907
0.000000	-5.000000	0.006691
0.000000	-5.500000	0.006909
0.000000	-6.400000	0.010722
0.000000	-7.900000	0.456475
0.000000	-8.700000	6.896338
0.000000	-9.400000	7.874731
0.000000	-10.000000	7.877665
